player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Noah Matthews,163797,ED,DELAWARE,13,4,1.5,0,0,151,68.1,68.8,68.0,71.6,59.9,46.2,17.9,5,1,182,186,9.9,18,19
Tyreese Fearbry,163800,ED,WISCONSIN,9,0,1.7,0,0,349,63.9,78.2,81.6,66.8,81.2,81.2,0.0,0,0,32,32,18.8,6,6
Jalen Dye,163806,S,KANSAS,6,1,6.8,0,1,198,63.8,76.9,79.1,82.0,87.3,70.8,14.3,1,0,52,54,3.8,2,5
Mason Ellis,163807,S,KANSAS,7,0,5.0,0,0,198,60.2,55.9,80.5,59.0,45.9,55.2,36.4,4,0,73,73,4.1,3,7
Dean Miller,163813,ED,KANSAS,11,10,3.4,0,0,198,72.6,70.3,89.0,61.9,69.0,70.6,7.7,2,0,156,163,5.1,8,14
Isaac Koch,163821,WR,KANSAS ST,1,0,,0,0,199,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Nickendre Stiger,163823,S,DOMINION,13,7,10.5,1,2,263,76.9,77.5,0.0,57.7,83.3,72.0,9.1,2,4,219,227,2.3,5,13
DJ McKinney,163824,CB,COLORADO,9,1,9.1,1,0,143,64.2,66.6,85.4,,72.4,54.3,19.0,4,3,310,310,1.3,4,16
Ethan Burke,163843,ED,TEXAS,12,8,2.8,0,0,311,68.8,83.6,86.0,75.6,83.2,83.3,2.9,1,0,131,135,15.3,20,25
Graham Gillespie,163847,S,TEXAS,1,0,,0,0,311,71.8,73.2,69.2,,60.0,75.1,,0,0,1,1,0.0,0,0
Austin Jordan,163850,S,TCU,13,6,4.5,0,0,305,66.7,69.4,85.6,51.0,78.3,65.2,4.5,1,2,249,254,4.8,12,15
Zac Swanson,163862,DI,ARIZONA ST,2,0,4.0,0,0,110,60.0,48.6,73.9,54.9,47.7,71.9,0.0,0,0,10,10,10.0,1,1
J'Mond Tapp,163863,ED,SO MISS,13,12,2.0,1,0,296,76.1,90.0,30.2,91.1,78.8,72.5,7.5,4,4,277,282,10.5,29,37
Marc Pretto,163903,LB,N ILLINOIS,12,5,3.5,0,0,254,54.2,64.8,82.2,66.7,71.3,59.1,14.3,4,0,117,121,9.4,11,19
Jibreel Al-Amin,163936,LB,MARSHALL,12,6,2.3,0,0,214,51.9,63.5,58.7,67.5,70.9,62.8,13.3,4,1,225,229,7.6,17,20
Jumarion Larry,163959,ED,JVILLE ST,1,0,,0,0,196,,70.9,72.7,66.8,64.4,71.5,,0,0,4,5,0.0,0,0
Jabari Mack,163962,CB,LOUISVILLE,13,3,11.4,0,0,210,73.2,73.1,55.0,60.0,70.2,77.8,0.0,0,3,331,341,0.3,1,8
Ky'Won McCray,163967,LB,NEW MEXICO,12,10,3.6,0,0,241,52.6,64.1,86.0,63.2,76.6,66.1,11.4,4,2,177,179,7.3,13,21
Fred Perry,163971,S,W VIRGINIA,12,10,3.2,1,0,343,54.5,64.9,0.0,77.3,87.3,50.4,16.4,9,7,231,234,11.3,26,36
Darrell Prater,163972,DI,JVILLE ST,14,3,2.3,0,0,196,69.9,60.8,86.4,57.3,58.9,65.5,4.8,1,0,196,202,4.6,9,17
Larry Worth III,163980,S,ARKANSAS,12,8,7.5,0,0,111,47.5,60.1,43.8,70.0,76.5,90.9,5.8,3,2,310,316,4.8,15,41
Jakeem Fletcher,163993,DI,W KENTUCKY,11,1,2.0,0,0,346,61.8,63.7,80.7,51.4,70.0,77.6,0.0,0,0,87,90,6.9,6,7
Jaden Lyles,164028,S,W MICHIGAN,7,4,22.0,0,0,347,49.1,50.1,79.6,55.6,54.2,26.9,45.5,5,0,62,63,0.0,0,2
Sam Benjamin,164058,DI,S DIEGO ST,13,7,1.2,0,0,284,60.0,65.4,61.5,61.1,66.9,59.5,10.5,2,1,190,194,4.7,9,10
Brandon Lane,164104,DI,WISCONSIN,12,6,1.4,0,0,349,59.2,66.5,54.8,57.0,73.6,60.9,12.5,2,1,134,139,5.2,7,8
Austin Brawley,164120,S,NEW MEXICO,5,4,7.5,0,1,241,73.8,77.1,15.6,68.2,83.4,66.6,0.0,0,1,143,146,4.2,6,11
Michael Molnar,164125,LB,OHIO,8,7,2.7,0,0,259,72.7,80.3,84.4,73.0,80.6,76.9,9.1,3,0,167,170,9.0,15,23
Adonis Williams Jr.,164130,S,OHIO,13,10,7.8,0,0,259,51.5,56.0,58.7,64.8,62.3,62.8,16.7,10,1,351,355,3.4,12,40
Jonquis Hardaway,164132,CB,KENTUCKY,12,7,6.7,0,0,202,57.7,62.9,20.3,66.6,87.8,79.4,4.8,1,5,341,345,1.2,4,13
JoJo Bermudez,164134,WR,TEMPLE,2,0,34.0,0,0,306,,63.9,60.0,,61.3,70.3,0.0,0,0,2,2,0.0,0,1
Oliver Bridges,164136,CB,BUFFALO,8,0,1.0,0,0,126,61.3,64.4,83.9,63.9,73.9,28.4,50.0,2,0,99,99,2.0,2,2
Kalen Carroll,164139,CB,C MICHIGAN,13,7,7.2,0,1,134,79.1,74.6,51.9,46.3,64.0,68.4,12.5,3,4,286,292,1.7,5,14
CJ Doggette Jr.,164141,DI,FAU,12,6,0.9,0,0,165,52.3,63.4,59.7,63.4,65.6,63.7,4.5,1,2,305,312,4.3,13,15
Tyler Gillison,164143,ED,MICH STATE,3,2,,0,0,223,60.0,56.7,74.3,56.4,58.1,74.4,0.0,0,0,6,6,0.0,0,0
Cincear Lewis,164146,LB,CINCINNATI,4,3,2.3,0,0,138,67.9,71.2,76.3,55.8,71.9,74.7,0.0,0,0,38,38,7.9,3,4
Drew Logan,164147,ED,CINCINNATI,2,0,,0,0,138,,66.0,71.2,63.4,62.3,,,0,0,3,3,0.0,0,0
Antwan Peek Jr.,164150,S,CINCINNATI,13,15,7.7,0,1,138,69.4,82.0,84.3,81.4,90.3,81.7,8.3,4,1,238,243,3.4,8,29
Derrick Shepard Jr.,164154,DI,TULANE,14,2,2.0,0,0,319,,60.0,53.3,64.4,57.1,59.2,12.5,1,1,110,115,3.6,4,5
Jonathan Thompson,164156,LB,CINCINNATI,13,18,4.8,0,0,138,63.7,73.5,88.5,65.9,79.9,62.0,12.9,9,0,282,288,8.5,24,43
Dani Dennis-Sutton,164163,ED,PENN STATE,13,7,3.0,0,2,266,73.7,80.1,15.1,79.7,77.7,49.6,14.3,5,6,293,297,5.8,17,23
Zane Durant,164166,DI,PENN STATE,12,8,3.3,0,0,266,77.0,63.9,47.8,64.0,61.0,66.9,4.2,1,2,231,235,4.3,10,15
Mehki Flowers,164170,S,AKRON,10,7,8.7,0,0,102,60.5,67.1,84.4,64.4,75.5,78.8,6.7,2,0,134,135,6.0,8,21
Tyler Holzworth,164173,HB,PENN STATE,1,0,,0,0,266,,59.7,60.0,60.0,60.0,,,0,0,1,1,0.0,0,0
Cam Miller,164178,CB,RUTGERS,12,8,11.1,1,0,278,62.2,56.6,60.1,56.2,40.9,77.8,20.0,4,3,299,303,1.3,4,8
Tyrece Mills,164179,S,UCONN,9,3,6.0,0,0,146,85.6,81.0,4.9,70.3,68.8,60.2,22.2,4,1,109,109,2.8,3,11
Sam Siafa,164187,DI,PENN STATE,1,0,,0,0,266,,55.9,70.9,63.1,57.4,,,0,0,2,2,0.0,0,0
Keon Wylie,164193,LB,PENN STATE,12,6,3.3,0,0,266,50.1,62.9,85.3,59.9,73.7,58.9,8.7,2,0,103,104,9.7,10,15
Corey Clark,164276,DI,MISS STATE,2,2,,0,0,227,60.0,45.7,0.0,55.1,65.4,73.7,0.0,0,2,6,7,0.0,0,0
Demarcus Lacey,164301,WR,MARSHALL,1,0,,0,0,214,,60.1,60.0,,60.0,,,0,2,1,1,0.0,0,0
Garrick Ponder,164307,ED,SO MISS,13,9,1.1,0,0,296,76.9,80.9,89.2,79.5,72.9,67.4,13.3,4,0,168,171,8.3,14,17
Ashaad Williams,164318,CB,WAKE,3,1,19.0,0,0,339,51.6,55.5,77.7,,72.3,81.1,0.0,0,0,32,32,0.0,0,1
Aamarii Notice,164336,DI,COAST CAR,13,9,1.9,0,0,141,63.3,65.2,18.8,61.3,69.5,71.2,4.5,1,3,163,165,5.5,9,12
Murvin Kenion III,164351,S,NEVADA,12,14,5.9,1,1,239,76.4,74.9,53.4,79.9,68.9,58.4,17.0,8,3,318,328,2.5,8,25
Dwayne McDougle,164427,S,S DIEGO ST,13,11,7.5,1,2,284,74.3,79.4,50.4,60.0,88.4,50.0,18.8,6,4,309,316,2.3,7,15
Edward Rhambo,164432,CB,NEVADA,9,2,9.7,0,0,239,69.5,70.6,84.8,,70.1,61.1,25.0,4,2,259,267,1.2,3,10
Melkart Abou-Jaoude,164530,ED,N CAROLINA,12,5,2.3,0,1,245,71.4,79.0,46.3,79.4,73.8,76.8,7.4,2,3,268,275,5.2,14,20
Dominick Brogna,164532,DI,DELAWARE,13,11,2.9,0,0,151,68.8,70.4,37.2,63.4,73.7,83.3,0.0,0,2,139,145,7.9,11,15
Jayden Flaker,164760,LB,MEMPHIS,9,2,0.5,0,0,218,62.5,64.7,80.5,70.4,61.1,56.8,25.0,2,0,50,51,8.0,4,4
Jared Lloyd,164804,LB,MO STATE,13,21,3.2,0,1,230,48.2,66.8,44.8,73.0,80.1,74.0,10.0,7,1,255,261,8.6,22,42
J.J. O'Neal,164807,S,MO STATE,3,0,6.3,0,0,230,62.6,63.6,78.4,,64.9,59.4,20.0,1,0,27,27,0.0,0,4
Gary Bryant III,164824,LB,SYRACUSE,12,12,2.9,0,0,304,29.8,49.1,86.1,60.8,64.8,75.8,5.7,3,1,197,199,12.7,25,38
Mi'Quise Humphrey-Grace,164831,ED,KENTUCKY,12,8,1.3,0,0,202,68.6,72.9,67.4,64.3,74.4,76.5,4.5,1,1,240,243,5.4,13,13
Nehemiah Dukes,164901,DI,OHIO,13,6,3.4,0,0,259,55.3,56.2,85.1,57.3,57.8,27.8,25.0,6,0,240,244,3.8,9,12
Tahjae Mullix,164950,DI,OREGON ST,5,1,-0.5,0,0,265,60.0,69.5,78.5,58.5,75.9,76.3,0.0,0,0,32,34,9.4,3,4
Chris Domercant,165058,WR,UCF,1,0,,1,0,323,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Marje Mulumba,165095,LB,DELAWARE,12,9,3.3,0,0,151,69.6,67.7,43.6,60.0,65.6,63.2,10.8,4,1,205,210,7.3,15,24
Octavius Henderson,165144,CB,SM HOUSTON,7,0,2.0,0,0,281,66.1,56.8,79.3,,29.3,26.7,57.1,4,0,78,78,2.6,2,3
Boogie Trotter,165156,CB,MARSHALL,12,11,5.1,0,1,214,85.0,86.4,52.9,69.4,91.1,68.8,10.0,4,1,313,318,4.2,13,25
Caldra Williford,165205,CB,BAYLOR,11,1,7.6,1,0,118,71.3,67.9,0.0,53.5,61.6,71.4,25.0,2,5,163,170,1.2,2,5
TJ Magee,165223,CB,UMASS,3,1,6.3,0,0,216,63.9,65.0,80.9,65.0,65.2,66.5,20.0,1,0,57,59,3.5,2,3
Chase Brown,165238,ED,AKRON,1,0,,0,0,102,60.0,61.4,74.2,57.3,62.0,,,0,0,10,10,0.0,0,0
Gideon Lampron,165250,LB,BOWL GREEN,12,17,2.8,0,2,122,69.7,86.9,86.3,81.8,85.3,77.0,11.3,12,0,354,360,15.5,55,77
Colin Chase,165302,WR,TEMPLE,1,0,21.0,0,0,306,,60.0,60.0,,60.0,73.3,0.0,0,1,1,1,0.0,0,1
Ashaad Hall,165457,ED,UTEP,11,6,1.7,0,0,330,61.3,62.9,85.0,55.5,66.6,62.5,10.5,2,1,205,208,4.9,10,11
C'Quan Jnopierre,165468,WR,FIU,1,0,,0,0,166,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Caleb Walker,165560,CB,UTEP,2,0,,0,0,330,63.7,69.0,68.8,63.0,60.0,76.2,,0,0,4,4,0.0,0,0
David Oke,165696,DI,ARKANSAS,3,1,0.5,0,0,111,62.7,69.6,0.0,53.7,76.7,74.6,0.0,0,1,31,32,6.5,2,2
Mackavelli Malotumau,165722,DI,W KENTUCKY,13,8,1.3,0,0,346,53.9,62.3,52.9,60.1,67.4,45.4,9.1,2,2,207,210,5.8,12,12
Jayden Madkins,165766,ED,LA TECH,13,7,2.2,0,0,208,63.8,62.4,84.8,49.7,71.9,78.5,0.0,0,0,186,193,6.5,12,16
Blaise Tita,165778,LB,RICE,7,2,6.0,1,0,275,60.5,56.4,0.0,48.1,60.9,85.6,0.0,0,1,39,40,7.7,3,7
Darion White,165781,LB,UTSA,8,3,3.0,0,0,331,60.5,69.7,75.3,47.1,80.7,51.8,14.3,1,0,31,31,3.2,1,3
Anisi Purcell,165819,DI,BYU,9,1,3.3,0,0,128,60.0,66.2,80.9,67.2,61.4,28.7,27.3,3,0,64,65,6.3,4,7
Jeremiah Lomax,166042,S,UCONN,2,0,1.0,0,0,146,65.7,69.0,74.1,,68.1,77.1,0.0,0,0,14,14,7.1,1,1
Jamichael Rogers,166103,ED,UAB,7,3,3.5,0,0,321,61.0,56.6,28.7,57.2,59.0,59.9,15.4,2,1,69,69,7.2,5,8
Tre Averhart,166392,WR,LA TECH,1,0,,0,0,208,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Marcell Blocker,166661,CB,UTEP,9,2,13.4,1,0,330,64.2,62.6,13.4,57.4,59.1,42.6,36.4,4,3,124,125,1.6,2,5
Moussa Barry,166787,WR,W KENTUCKY,1,0,,0,0,346,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Antonio Jones,167083,WR,TEMPLE,1,0,,0,0,306,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Malik Charles,167377,ED,OKLA STATE,11,5,5.2,0,0,262,71.4,67.5,84.5,64.2,64.6,61.1,12.5,3,0,130,133,6.2,8,16
Wydett Williams Jr.,167564,S,OLE MISS,15,21,10.2,0,0,226,72.6,71.9,88.7,58.4,67.2,76.5,8.5,4,2,315,318,1.6,5,22
Juan Salas,168120,S,E MICHIGAN,12,2,9.0,0,0,160,59.9,55.7,83.7,,47.6,39.7,32.0,8,0,165,168,1.8,3,15
Demetrie Morgan,168355,ED,N TEXAS,5,0,,0,0,251,60.0,47.8,78.0,61.6,38.7,,,0,0,15,15,0.0,0,0
Blake Cotton,168412,CB,UTAH,13,0,13.8,1,0,328,70.2,64.8,48.0,53.1,38.2,53.5,37.5,3,3,296,301,0.0,0,5
D'Yoni Hill,168425,CB,WISCONSIN,9,5,3.4,0,0,349,59.7,63.3,83.2,46.8,81.1,81.1,4.3,1,1,160,162,6.3,10,17
Malachi Bailey,168449,ED,ARIZONA,13,5,1.8,0,0,109,74.5,67.2,59.8,62.2,66.3,69.8,5.3,1,1,165,171,5.5,9,13
Jonathan Jean,168457,CB,E CAROLINA,13,5,4.0,0,0,156,63.4,69.9,85.9,70.7,82.4,65.7,13.3,2,1,140,148,2.9,4,8
Donte Thompson,168458,S,UTEP,11,6,5.5,2,0,330,38.8,44.2,43.7,54.1,57.7,52.3,15.8,3,5,196,198,1.5,3,10
Trent Henry,168495,CB,TROY,3,0,3.0,0,0,318,40.3,37.4,75.9,,40.1,26.6,0.0,0,0,28,28,0.0,0,1
Mory Bamba,168565,CB,BYU,14,1,5.5,0,0,128,68.8,68.4,26.6,57.2,68.8,68.6,22.2,2,3,150,152,1.3,2,6
Jack McManus,168602,LB,MIAMI FL,1,0,,0,0,220,,61.4,64.4,,60.0,,,0,0,2,2,0.0,0,0
Nikhil Webb Walker,169047,ED,COLORADO,3,0,,0,0,143,,66.0,72.0,59.3,65.4,,,0,0,8,8,0.0,0,0
William Alexander,169139,LB,TULSA,12,23,3.5,1,0,320,55.1,69.7,87.3,51.0,78.6,59.7,13.2,9,1,308,314,8.1,25,36
Keaton Thomas,169147,LB,OLE MISS,12,15,4.8,0,0,226,67.4,69.3,84.3,58.1,70.0,79.9,7.8,6,0,399,408,8.0,32,56
Max Harris,169223,LB,ARIZONA,12,16,3.2,0,1,109,68.1,72.0,55.4,58.1,76.3,65.6,11.9,8,1,293,298,8.5,25,43
Mason Andrade,169565,TE,WAKE,1,0,,0,0,339,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Luke Myers,169598,LB,MIAMI OH,1,0,,0,0,221,60.0,44.2,71.0,,42.7,20.0,100.0,1,0,7,7,0.0,0,0
Ken Talley,169695,ED,ARKANSAS,3,1,4.0,0,0,111,,72.8,76.2,60.2,74.3,76.4,0.0,0,0,12,12,16.7,2,2
Malik Benson,169698,WR,OREGON,1,0,,0,0,264,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Kiemar Brown-Richardson,169918,DI,FAU,6,0,3.3,0,0,165,,59.1,77.1,56.4,60.3,37.0,20.0,1,0,40,40,2.5,1,4
Antonio Smith,169925,S,MO STATE,8,0,7.8,0,0,230,63.9,65.3,80.6,60.0,67.3,77.4,0.0,0,0,47,48,2.1,1,5
Chris Tooley III,169928,CB,FAU,12,5,4.5,0,0,165,48.2,51.2,40.7,48.1,61.9,70.4,11.8,2,3,200,206,3.0,6,10
Jarra Anderson,169932,DI,ARIZONA,1,1,,0,0,109,,51.6,68.9,59.0,56.1,70.2,0.0,0,0,2,2,0.0,0,0
DeAgo Brumfield,169935,CB,MISS STATE,13,1,12.8,0,0,227,61.2,58.5,46.3,58.6,48.4,50.3,30.8,4,2,286,292,0.0,0,8
CJ Johnson,169947,LB,SM HOUSTON,12,16,4.0,0,0,281,56.4,57.8,81.5,54.2,59.9,31.8,22.4,11,0,199,200,6.0,12,22
Isaiah Thomison,169956,ED,BOWL GREEN,10,3,-0.1,0,0,122,,76.2,29.4,75.3,73.8,79.8,0.0,0,1,63,65,11.1,7,7
Traveon Wright,169958,CB,PURDUE,2,0,8.0,0,0,273,61.7,52.9,77.6,,29.3,23.7,66.7,2,0,49,51,0.0,0,1
Alexander Kilgore,169965,LB,SMU,11,11,4.6,0,0,287,64.9,69.1,42.0,54.3,76.7,67.6,5.3,2,1,179,183,5.6,10,25
Kevin Adams III,169970,S,TULANE,14,10,5.9,0,0,319,60.7,65.9,86.3,60.0,74.4,70.2,10.0,4,1,227,232,4.8,11,26
Dickson Agu,169971,LB,TULANE,5,9,4.8,0,0,319,46.1,35.0,81.7,51.1,30.0,46.1,24.0,6,0,92,97,4.3,4,10
Jean Claude Joseph III,169974,LB,TULANE,5,2,4.8,0,0,319,44.4,42.8,77.8,54.4,48.6,83.5,0.0,0,0,36,37,5.6,2,4
Jai Eugene Jr.,169976,S,W KENTUCKY,12,2,2.0,0,0,346,62.3,61.3,84.5,67.9,53.5,57.1,33.3,3,0,98,101,2.0,2,4
Matthew Fobbs-White,169977,ED,BAYLOR,12,8,1.3,0,0,118,59.0,68.3,43.6,72.2,65.0,55.8,0.0,0,2,157,161,7.0,11,12
Jah'rie Garner,169979,ED,TULANE,14,4,8.4,0,0,319,75.0,69.8,88.0,66.7,61.6,72.5,10.0,1,0,112,114,1.8,2,5
Jahiem Johnson,169982,CB,TULANE,14,8,5.1,1,1,319,75.4,76.3,56.2,64.3,78.4,48.9,16.7,3,3,340,351,0.9,3,7
Joshua Moore,169985,S,TULANE,13,3,10.2,0,0,319,70.3,67.4,84.0,,58.7,65.7,25.0,4,0,96,97,1.0,1,9
Makai Williams,169992,LB,TULANE,14,10,2.7,0,0,319,49.0,58.7,82.8,56.9,68.9,68.7,13.8,4,0,164,168,7.3,12,15
Jarvis Lee,169997,CB,USF,13,1,3.2,0,0,327,62.4,66.4,27.9,87.4,63.4,45.2,22.2,6,3,234,239,6.0,14,20
Jamal Anderson,170000,LB,CLEMSON,4,1,2.0,0,0,140,58.1,61.0,73.3,56.4,65.8,82.1,0.0,0,0,30,30,0.0,0,1
Khalil Barnes,170001,S,CLEMSON,10,6,8.0,0,0,140,68.6,64.9,86.1,67.8,50.2,63.6,29.4,5,0,161,167,1.2,2,6
Rob Billings,170002,S,CLEMSON,3,0,7.0,0,0,140,68.0,68.5,74.1,,63.6,80.9,0.0,0,0,10,10,0.0,0,1
Vic Burley,170004,DI,CLEMSON,13,1,3.4,0,0,140,61.0,62.6,80.8,62.0,58.5,77.0,0.0,0,0,84,86,3.6,3,5
Dee Crayton,170005,LB,CLEMSON,6,0,5.3,0,0,140,65.6,65.7,76.5,58.7,64.1,82.1,0.0,0,0,25,26,4.0,1,3
Markus Dixon,170006,ED,CLEMSON,2,0,,0,0,140,,56.5,74.4,55.6,59.4,,,0,0,5,5,0.0,0,0
Stephiylan Green,170008,DI,CLEMSON,10,7,0.3,0,0,140,62.2,71.5,55.2,61.6,76.9,65.5,6.7,1,1,110,114,5.5,6,7
Ronan Hanafin,170009,S,CLEMSON,11,8,7.6,0,0,140,56.3,63.1,42.5,55.3,80.9,73.2,8.1,3,3,189,193,4.8,9,26
A.J. Hoffler,170011,ED,GA TECH,11,1,2.5,0,0,176,59.1,53.8,87.4,53.3,53.4,27.0,36.8,7,0,201,202,3.0,6,11
Misun Kelley,170014,CB,CLEMSON,11,1,13.4,0,0,140,50.9,49.9,87.1,55.7,45.6,80.4,0.0,0,0,88,91,0.0,0,5
Shelton Lewis,170015,CB,CLEMSON,2,1,1.0,0,0,140,53.9,59.9,79.9,75.4,64.4,72.5,33.3,1,0,18,18,5.6,1,1
T.J. Parker,170021,ED,CLEMSON,12,8,1.5,0,0,140,79.3,80.7,73.7,74.6,77.5,66.2,11.1,3,1,184,191,7.6,14,16
Branden Strozier,170028,CB,CLEMSON,11,1,5.8,0,0,140,69.4,66.1,18.9,60.0,49.8,31.5,37.5,3,2,104,107,1.0,1,4
Patrick Swygert,170030,DI,CLEMSON,1,0,,0,0,140,,60.0,64.4,,60.0,,,0,0,1,1,0.0,0,0
Avieon Terrell,170031,CB,CLEMSON,12,6,4.5,0,1,140,76.9,83.5,85.8,94.1,85.2,77.6,15.8,3,2,240,248,2.5,6,10
Peter Woods,170034,DI,CLEMSON,12,5,1.8,0,0,140,57.9,72.2,85.2,65.5,74.2,55.4,16.1,5,0,189,197,10.1,19,21
Desmond Aladuge,170036,DI,DUKE,4,0,,0,0,154,,60.2,73.3,63.4,57.0,,,0,0,9,9,0.0,0,0
David Anderson,170037,DI,DUKE,14,3,2.6,0,0,154,,66.3,81.7,55.4,71.8,78.2,0.0,0,0,106,108,3.8,4,7
Que'Sean Brown,170041,WR,DUKE,1,0,,0,0,154,,60.1,60.0,,60.0,,,0,1,1,1,0.0,0,0
Leon Griffin III,170047,S,DUKE,3,0,,0,0,154,65.6,65.6,73.2,,60.7,76.4,,0,0,8,8,0.0,0,0
Kendall Johnson,170050,LB,DUKE,10,4,3.9,1,1,154,27.6,48.9,34.3,65.3,80.0,31.6,10.3,3,1,151,155,9.9,15,22
Moussa Kane,170053,CB,DUKE,9,1,-1.0,0,0,154,65.6,65.1,80.6,56.8,62.5,72.2,0.0,0,0,30,30,3.3,1,1
Luke Mergott,170056,LB,DUKE,14,21,3.0,0,0,154,68.0,66.4,60.7,51.3,67.8,71.3,13.9,10,1,326,337,9.2,30,41
Kevin O'Connor,170057,ED,DUKE,12,3,1.0,0,0,154,61.9,74.7,48.3,75.5,71.1,73.4,0.0,0,1,82,85,6.1,5,5
Kimari Robinson,170058,CB,DUKE,11,3,9.2,0,0,154,62.8,63.4,84.6,49.8,65.3,62.2,6.7,1,4,230,236,1.7,4,11
Terry Simmons Jr.,170059,DI,DUKE,9,0,,0,0,154,,61.5,75.9,54.6,65.6,,,0,0,23,23,0.0,0,0
DaShawn Stone,170060,S,DUKE,14,12,7.8,0,0,154,42.5,51.6,55.4,82.5,66.9,71.0,13.7,7,1,302,310,3.6,11,32
Semaj Turner,170061,ED,DUKE,11,1,3.7,0,0,154,56.5,50.3,30.0,52.8,54.6,62.2,20.0,1,1,66,68,3.0,2,3
Jacob Cruz,170065,ED,JVILLE ST,13,3,6.6,0,0,196,59.7,57.3,88.6,47.0,63.8,40.4,20.0,2,0,118,122,2.5,3,5
Ashton Heflin,170070,LB,TEXAS ST,1,0,,0,0,314,52.3,45.8,64.6,,60.0,21.8,,0,0,1,1,0.0,0,0
Shymeik Jones,170071,DI,GA TECH,10,3,,0,0,176,60.0,55.2,80.4,54.6,55.5,74.8,0.0,0,0,59,60,0.0,0,0
Ezra Odinjor,170074,ED,UAB,12,4,3.3,2,0,321,54.2,63.1,53.2,62.6,64.2,47.5,17.4,4,3,290,295,2.4,7,15
Collins Acheampong,170080,ED,BOWL GREEN,11,3,-1.0,0,0,122,61.1,51.1,80.5,61.1,41.8,27.9,20.0,1,0,54,55,1.9,1,1
Rueben Bain Jr.,170082,ED,MIAMI FL,16,9,2.4,1,1,220,76.4,92.8,37.3,92.4,86.2,64.6,10.6,5,5,331,336,6.9,23,33
Malik Bryant,170083,ED,MIAMI FL,2,1,2.0,0,0,220,60.9,65.6,78.2,62.5,62.8,77.0,0.0,0,0,8,8,12.5,1,1
Kaleb Spencer,170093,LB,VA TECH,11,14,2.9,0,0,337,40.1,58.4,34.0,63.1,76.2,53.3,14.3,8,1,160,163,13.1,21,34
Jayden Wayne,170098,ED,CAL,13,6,3.3,0,0,130,57.5,57.9,74.3,59.9,55.2,28.1,27.3,9,1,242,249,4.1,10,18
Riley Williams,170100,TE,OREGON ST,1,0,,0,0,265,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Amare Campbell,170102,LB,PENN STATE,13,22,2.8,0,1,266,53.5,70.8,85.7,67.3,81.7,65.3,6.3,5,0,357,363,9.0,32,53
Michael Short,170110,LB,VA TECH,4,3,2.8,0,0,337,41.4,58.0,77.8,62.1,71.4,51.2,17.6,3,0,60,63,13.3,8,11
Tyler Thompson,170111,ED,N CAROLINA,12,4,2.7,0,0,245,42.0,81.5,87.9,80.8,82.9,69.9,0.0,0,0,108,110,8.3,9,15
Thomas Aden,170112,DI,KENT STATE,12,8,2.0,0,0,201,59.4,67.7,60.7,60.8,72.2,72.2,0.0,0,1,171,174,3.5,6,8
Abe Ibrahim,170117,LB,PITTSBURGH,8,3,2.1,0,0,268,62.1,83.8,77.8,76.2,89.2,76.4,0.0,0,0,30,31,13.3,4,7
Braylan Lovelace,170119,LB,PITTSBURGH,13,24,2.9,1,0,268,63.0,70.7,12.5,57.2,77.6,45.9,17.0,15,4,357,371,9.2,33,49
Isaiah Neal,170121,ED,PITTSBURGH,13,7,1.3,0,0,268,72.1,65.0,40.0,61.2,66.8,62.5,11.5,3,3,224,236,5.8,13,16
Maddux Borcherding-Johnson,170144,DI,IOWA,2,1,2.3,0,0,192,,66.7,72.4,59.9,66.0,74.2,0.0,0,0,14,14,14.3,2,3
Nolan DeLong,170148,LB,IOWA,3,0,2.0,0,0,192,60.3,72.4,66.9,,71.1,76.0,0.0,0,0,7,7,14.3,1,2
Zach Lutmer,170162,CB,IOWA,13,11,5.5,0,0,192,83.9,82.8,90.7,64.0,78.6,62.8,12.8,6,1,307,312,6.5,20,30
Kenneth Merrieweather,170166,ED,IOWA,13,4,4.0,0,0,192,62.9,60.9,17.8,59.3,64.7,62.5,7.1,1,2,110,110,5.5,6,9
Alex Mota,170167,CB,IOWA,3,0,5.0,0,0,192,61.9,65.0,72.3,,65.0,73.5,0.0,0,0,13,13,0.0,0,1
John Nestor,170169,CB,MINNESOTA,11,4,3.2,0,0,225,80.0,80.3,86.0,51.8,76.4,64.5,21.7,5,4,254,255,3.5,9,14
Anterio Thompson,170176,DI,WASHINGTON,13,12,3.0,0,0,340,62.6,76.0,84.3,70.1,74.2,60.1,8.6,3,0,146,149,9.6,14,20
