player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Paul Brott,147683,DI,MONTANA ST,15,5,2.0,0,0,233,64.2,79.3,86.6,70.8,79.6,49.1,14.3,4,0,218,221,8.3,18,19
Quinlan Popham,147705,LB,N ARIZONA,8,6,3.2,0,0,252,55.8,67.3,87.5,61.8,76.0,67.0,15.8,3,0,106,110,7.5,8,10
Keenan Guthrie,147742,ED,N COLORADO,12,4,1.7,0,0,253,52.2,55.0,85.8,57.3,55.6,50.4,19.0,4,0,177,180,5.6,10,13
Joe Brown,147753,DI,YNGTOWN ST,2,0,4.0,0,0,353,,58.0,0.0,58.6,68.2,69.7,0.0,0,1,11,11,9.1,1,1
Jayden Brannan,147771,ED,PORTLAND,12,10,2.3,0,0,269,65.6,68.2,88.3,65.7,65.4,69.9,4.3,1,0,165,170,4.8,8,12
Slade Shufelt,147777,ED,PORTLAND,12,3,4.9,0,0,269,61.1,47.1,85.9,53.2,43.6,55.1,12.5,2,0,236,240,3.8,9,11
Kameron Rocha,147808,S,SO UTAH,7,2,6.9,0,0,298,85.2,68.9,0.0,54.2,42.7,54.8,33.3,5,1,125,126,3.2,4,8
Xavier Williams,147814,ED,SACRAMENTO,11,4,2.5,0,0,279,64.3,63.0,48.8,63.7,61.3,73.0,21.1,4,2,189,196,3.2,6,11
Mason Brosseau,147824,DI,S DAK ST,4,1,1.0,0,0,292,,62.8,76.6,58.5,64.7,44.6,0.0,0,0,20,20,5.0,1,2
Joe Tongamoa,147844,DI,SO UTAH,9,3,2.1,0,0,298,54.5,69.7,62.0,62.8,75.5,57.3,0.0,0,1,192,197,3.1,6,8
Logan Livermon,147878,LB,CAMPBELL,12,16,2.3,0,0,131,63.9,79.2,85.1,55.0,90.5,72.8,6.9,4,0,272,279,8.8,24,38
Mike Swain,147888,S,TOWSON,9,1,5.5,0,0,317,70.3,72.6,79.5,61.8,73.4,65.2,0.0,0,0,37,39,2.7,1,2
Laron Davis,147919,DI,BETH COOK,12,5,2.5,0,0,119,65.5,67.5,86.0,58.0,69.5,55.9,11.1,2,0,229,234,3.5,8,11
Nick Bartalo,147929,LB,CHARLES SO,10,6,3.5,0,0,135,58.8,75.2,82.6,74.7,80.9,74.1,9.5,2,0,99,101,6.1,6,13
Josias Addison,147933,DI,CHARLES SO,10,2,2.0,0,0,135,,71.1,79.9,58.3,74.4,79.4,0.0,0,0,83,85,8.4,7,9
Nick Hunter,147938,ED,E TENN ST,11,5,4.8,0,0,157,63.7,67.7,14.5,70.8,66.5,78.4,5.3,1,4,123,125,4.9,6,13
TJ Jones,147947,S,DUQUESNE,11,2,8.8,0,0,155,60.3,57.8,85.4,54.9,49.4,42.6,20.0,3,0,110,112,2.7,3,10
Maleek Huggins,147957,WR,BETH COOK,1,0,,0,0,119,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Deontre Morris,147990,S,ALABAMA ST,12,7,8.2,0,0,105,87.0,82.6,86.2,78.2,69.1,59.2,17.1,7,1,260,271,3.5,9,27
Justin Bennin,148007,CB,MONMOUTH,11,7,8.9,0,0,231,61.1,64.5,86.8,59.5,73.4,77.7,11.5,3,0,149,153,5.4,8,16
John England,148008,S,MORGAN ST,2,0,,0,0,235,69.9,58.5,74.2,,37.7,38.1,100.0,2,0,7,7,0.0,0,0
Jaylen Dotson,148010,CB,INCAR WORD,3,0,,0,0,189,60.0,63.0,71.5,,62.3,,,0,0,12,12,0.0,0,0
Nathan Carabatsakis,148015,DI,ROB MORRIS,12,9,2.2,1,0,277,62.3,69.9,32.5,70.3,68.5,37.4,13.9,5,3,260,264,6.5,17,22
Shakespeare Louis,148017,S,SE LA,13,9,11.5,0,0,294,71.2,67.5,84.0,60.0,58.2,79.5,16.0,4,0,260,265,1.5,4,12
Scotty Presson Jr.,148033,TE,ILL STATE,1,0,,0,0,188,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
JK Carter,148041,WR,MURRAY ST,1,0,23.0,0,0,236,,60.0,60.0,,60.0,73.3,0.0,0,2,1,1,0.0,0,1
Nick Kessler,148042,ED,ILL STATE,14,1,2.6,1,0,188,61.1,59.0,7.8,50.5,71.1,41.7,11.1,1,2,76,78,6.6,5,7
Cam Wilson,148044,CB,ILL STATE,16,1,7.2,0,0,188,81.4,78.2,60.5,50.8,64.9,53.8,22.2,4,2,359,364,0.8,3,13
Jack Dwyer,148046,S,ILL STATE,12,8,6.6,0,0,188,59.2,66.6,86.5,73.4,77.0,51.3,9.7,3,1,207,210,3.9,8,20
Reese Edwards,148051,ED,ILL STATE,16,12,4.2,0,1,188,41.2,64.1,62.9,65.1,78.2,70.0,9.1,3,2,266,272,4.5,12,18
Kenneth Butler III,148095,DI,S ILLINOIS,2,1,2.0,0,0,295,,71.0,70.0,60.0,68.9,72.2,0.0,0,0,5,5,20.0,1,1
Malachi McNeal,148141,LB,N DAKOTA,14,20,2.5,0,0,249,75.4,84.7,36.8,70.6,85.4,78.4,7.8,6,2,356,361,9.0,32,51
Ryan Jones,148166,S,N DAK ST,13,2,8.0,0,0,250,74.2,71.6,83.0,63.5,62.7,63.6,17.6,3,0,124,125,3.2,4,12
Logan Kopp,148170,LB,N DAK ST,13,5,2.5,0,0,250,76.5,69.3,52.8,56.0,65.1,57.5,18.5,10,2,252,255,10.7,27,39
Jaxon Duttenhefer,148175,DI,N DAK ST,12,3,0.4,0,0,250,63.3,76.0,84.0,64.0,79.2,51.3,12.5,2,0,149,151,6.7,10,11
Tucker Langenberg,148194,LB,N IOWA,12,14,3.1,0,0,255,62.8,74.5,58.4,58.1,82.1,54.1,14.1,11,1,351,354,11.7,41,53
Mo Olowo,148195,S,N IOWA,7,1,8.5,0,0,255,74.0,69.1,83.1,62.9,59.3,74.6,17.2,5,0,163,163,3.7,6,23
Caleb Frazer,148196,LB,N IOWA,7,5,3.5,0,0,255,62.0,56.9,41.7,65.4,51.5,28.9,26.5,9,1,156,156,9.0,14,20
Matt Walsh,148212,S,S DAKOTA,15,13,4.4,0,0,291,62.5,65.3,89.9,54.9,70.5,75.6,11.6,5,2,414,424,2.7,11,25
Nyle Dickel,148213,ED,S DAKOTA,15,10,2.5,0,0,291,36.4,71.0,77.3,69.1,75.7,62.3,8.3,4,1,348,357,7.8,27,34
Austin Rosetta,148215,LB,S DAKOTA,4,0,,0,0,291,72.1,66.0,78.6,55.7,50.3,35.8,,0,1,16,17,0.0,0,0
Chris Rhodes,148236,CB,TENN MARTN,12,2,1.6,0,0,310,60.8,64.6,7.4,68.7,82.7,57.0,0.0,0,4,98,99,4.1,4,5
Aydan Dautermann,148244,CB,S DAK ST,14,2,6.5,0,0,292,76.6,74.3,83.3,,57.8,51.5,40.0,4,2,177,179,0.6,1,4
Aaron Wolfcale-Holsten,148249,DI,S DAK ST,13,7,0.6,0,0,292,57.6,70.0,83.3,57.5,76.6,59.7,10.0,2,0,172,173,5.8,10,11
Cejai Parson,148270,S,S ILLINOIS,9,5,6.5,0,0,295,70.8,70.8,89.8,58.5,67.8,68.6,15.6,5,0,217,221,3.7,8,22
Caden Reeves,148272,DI,S ILLINOIS,12,9,0.9,0,0,295,62.2,69.6,31.3,58.4,75.0,81.0,0.0,0,2,182,187,3.3,6,8
Trace Brown,148285,DI,W ILLINOIS,12,3,3.0,0,0,345,59.5,59.7,82.8,55.7,61.4,77.4,0.0,0,0,110,113,2.7,3,6
Max Tomczak,148297,WR,YNGTOWN ST,1,0,19.0,0,0,353,60.0,64.3,60.0,,60.6,70.3,0.0,0,0,1,1,0.0,0,1
Preston Zandier,148313,LB,YNGTOWN ST,11,7,2.9,0,0,353,54.0,54.9,43.4,49.4,59.1,43.6,14.3,6,1,266,270,7.5,20,29
Chris Sammarone,148318,LB,YNGTOWN ST,1,0,,0,0,353,53.0,54.0,67.0,,61.2,73.1,,0,0,4,4,0.0,0,0
Parris Lowery,148325,DI,ELON,12,7,1.1,0,0,162,62.2,72.8,85.4,57.0,81.6,63.6,6.7,2,0,246,249,7.3,18,21
Jake Louro,148329,DI,ELON,11,6,-1.6,0,0,162,,72.2,85.9,62.9,74.6,48.5,18.8,3,0,182,184,3.8,7,7
Donovan Everette,148335,ED,MERCYHURST,11,6,1.9,0,0,977,60.0,53.2,50.1,51.7,56.6,27.7,23.5,4,1,127,130,5.5,7,7
Jonathan Robinson,148345,CB,GARD-WEBB,12,1,7.0,0,0,171,70.3,69.0,0.0,,66.7,54.3,0.0,0,1,95,97,1.1,1,2
Matei Fitz,148366,DI,RICHMOND,12,14,1.5,1,1,276,61.6,79.1,69.1,65.5,85.5,68.2,7.3,3,2,249,249,8.4,21,24
Latrell Couchman,148385,LB,MAINE,12,19,3.5,1,0,212,73.9,70.6,6.8,68.2,66.8,53.7,15.1,8,2,244,247,6.6,16,26
Jabari Echols,148393,CB,MERRIMACK,12,3,8.7,1,0,385,69.6,70.1,85.9,75.3,62.7,58.3,16.7,2,10,254,260,1.2,3,7
Tim Bonagura,148394,DI,NEW HAMP,13,8,1.3,0,0,240,59.2,64.6,20.4,60.9,69.3,58.8,11.5,3,3,192,201,6.3,12,15
Owen Laughlin,148413,LB,RICHMOND,3,0,,0,0,276,70.8,69.5,69.3,,55.9,74.3,,0,0,7,7,0.0,0,0
Thaos Figaro,148420,ED,RICHMOND,2,0,,0,0,276,61.3,73.1,70.3,57.0,60.0,71.1,,0,0,2,2,0.0,0,0
Donovan Hoilette,148427,ED,RICHMOND,12,6,1.5,0,0,276,72.9,77.7,29.9,82.8,67.4,55.7,14.3,4,4,255,255,4.3,11,18
Bryson Parker,148429,S,STNY BROOK,11,11,10.0,0,0,303,74.4,70.1,86.9,63.8,58.0,56.1,21.9,7,1,264,268,2.3,6,14
Franco Milano,148432,ED,STNY BROOK,11,9,0.6,0,0,303,63.5,75.8,60.7,67.1,78.1,72.6,4.8,1,1,169,169,4.7,8,11
Jaidan Jackson,148435,DI,STNY BROOK,11,2,0.0,0,0,303,62.6,71.3,0.0,66.3,74.9,75.4,0.0,0,2,54,55,3.7,2,2
Rodney Faulk,148443,ED,STNY BROOK,11,8,1.0,0,1,303,60.0,72.0,69.5,58.5,80.0,47.6,13.6,3,1,264,266,3.8,10,11
Ramal West,148444,LB,CENT CT ST,1,0,,0,0,133,45.1,42.0,65.7,,60.0,74.2,,0,0,2,2,0.0,0,0
Shafeek Smith,148469,CB,ROB MORRIS,2,0,,0,0,277,71.9,71.9,74.8,,62.4,75.1,,0,0,17,17,0.0,0,0
Xavier Terry,148471,S,TOWSON,12,16,6.3,0,0,317,79.3,77.7,56.0,57.8,72.7,74.3,10.3,4,1,386,396,1.0,4,19
Shane Hartzell,148476,LB,VILLANOVA,15,15,3.4,0,1,334,63.4,85.0,90.3,74.1,84.6,68.9,7.9,6,0,395,399,9.6,38,55
Christian Sapp,148478,S,VILLANOVA,15,8,6.4,0,1,334,68.3,73.4,88.2,90.0,70.9,59.4,20.0,11,1,333,337,3.3,11,36
Ethan Yip,148488,CB,WM & MARY,9,0,9.0,0,0,348,59.3,63.4,82.6,,79.8,87.8,0.0,0,0,135,139,0.7,1,5
David Roulley,148494,S,WM & MARY,10,10,12.3,0,0,348,70.3,76.6,85.3,,84.7,74.5,6.7,2,0,181,185,1.1,2,18
Jalen Jones,148495,CB,WM & MARY,11,5,5.4,0,0,348,75.8,76.8,84.5,60.0,75.7,64.0,16.7,3,1,346,351,1.7,6,10
Davin Dzidzienyo,148496,DI,WM & MARY,4,1,3.1,0,0,348,,70.8,37.2,62.5,75.8,78.8,0.0,0,1,86,88,5.8,5,10
Denzel Patrick,148506,S,ALBANY,8,12,10.2,1,0,106,68.9,71.0,31.8,61.9,75.4,56.2,11.1,4,3,219,223,0.5,1,20
Eric Dukes,148521,ED,ALBANY,6,0,,1,0,106,65.3,71.7,11.9,77.4,62.1,25.7,100.0,2,1,39,40,0.0,0,0
J.T. Anderson,148527,CB,INDIANA ST,4,0,3.8,0,0,191,52.1,58.0,83.3,64.2,71.5,86.3,0.0,0,0,51,51,3.9,2,4
Garrett Carter,148529,LB,MARIST,12,10,2.2,0,1,213,73.5,81.3,37.9,64.9,83.2,79.2,4.9,2,1,191,194,11.0,21,29
Michael Otty,148531,DI,BRYANT,12,10,0.6,1,1,124,53.1,82.9,6.5,74.3,90.7,35.0,24.4,11,6,250,257,8.4,21,24
Calson Goodwill,148538,CB,NEWHVN,3,0,,0,0,1013,63.5,65.9,72.7,,60.4,,,0,0,8,8,0.0,0,0
Sean Hunt,148543,S,BRYANT,11,3,4.1,0,0,124,56.1,58.4,86.9,73.4,59.6,52.0,30.0,6,0,210,216,3.3,7,11
Antonio Epps,148554,S,DUQUESNE,10,7,12.5,1,0,155,55.9,54.9,0.0,54.9,58.8,82.3,12.8,5,2,188,192,3.2,6,27
Jason Compoh,148586,ED,MERRIMACK,8,6,3.0,0,1,385,66.8,90.0,83.9,90.7,74.4,52.2,14.3,4,0,112,113,10.7,12,18
DJ Frazier,148587,LB,MERRIMACK,11,16,4.4,0,0,385,67.6,71.6,0.3,62.1,77.4,76.4,12.3,7,3,253,260,8.7,22,34
Jaylen Laudermilk,148591,HB,NORFOLK,1,0,,0,0,244,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Garry Rosemond Jr.,148601,CB,MERRIMACK,10,1,8.7,0,0,385,78.0,78.0,29.4,72.0,72.1,71.1,7.1,1,2,187,192,2.1,4,12
Uriel Richardson,148682,CB,VALPO,11,3,6.4,0,0,332,56.4,57.9,80.5,,62.6,51.4,20.0,2,1,87,89,3.4,3,5
Jalen Smith,148725,CB,COLUMBIA,2,0,,0,0,145,,60.0,63.5,,60.0,,,0,0,4,4,0.0,0,0
Justin Townsend,148728,ED,COLUMBIA,10,5,1.6,0,0,145,74.9,75.7,84.3,74.3,68.4,51.9,19.0,4,0,213,219,4.2,9,12
Anthony Chideme-Alfaro,148750,CB,N DAK ST,13,2,7.0,2,0,250,69.3,71.5,0.0,57.1,88.0,80.4,6.7,1,6,169,170,3.6,6,12
Maxwell Van Fleet,148779,DI,CORNELL,10,10,3.1,0,1,147,60.4,72.0,35.9,56.1,82.8,84.0,0.0,0,2,188,192,6.4,12,17
Michael O'Keefe,148781,CB,CORNELL,10,5,6.1,1,0,147,78.3,75.3,84.3,71.2,57.2,73.7,21.1,4,3,289,293,2.1,6,10
Wilson Selzer,148786,LB,CORNELL,10,3,5.4,0,0,147,49.7,61.6,79.4,85.8,64.5,50.5,19.0,4,0,90,92,6.7,6,14
Damon Barnes,148789,S,CORNELL,10,20,6.3,0,0,147,68.8,74.0,46.2,76.7,78.1,70.1,14.5,10,2,305,310,3.9,12,39
Luke Banbury,148804,LB,WM & MARY,12,22,5.3,0,0,348,65.8,80.4,86.3,63.3,83.2,77.2,11.2,12,0,385,391,9.9,38,73
Cam Maddox,148832,S,NC A&T,8,6,2.6,0,0,246,60.7,65.1,18.7,56.5,74.5,86.3,5.3,1,1,133,133,6.8,9,12
Onye Onuoha,148833,CB,BUTLER,12,1,16.0,0,0,127,68.2,67.0,84.3,54.0,60.1,59.4,16.7,3,4,247,251,1.6,4,14
Derrell Porter,148842,DI,UC DAVIS,14,14,3.1,0,0,322,73.7,76.1,66.7,65.0,78.3,70.5,9.1,3,1,180,191,5.6,10,16
Kaleb Moody,148877,S,VILLANOVA,12,4,10.3,0,0,334,71.5,72.9,81.2,60.0,72.4,68.4,8.3,1,0,65,66,3.1,2,7
Scott Woods,148888,WR,MAINE,1,0,21.0,0,0,212,,63.8,60.0,,60.0,70.3,0.0,0,0,1,1,0.0,0,1
Jacob Psyk,148899,ED,UC DAVIS,13,6,1.0,0,0,322,68.8,85.7,74.2,76.8,86.7,81.1,2.9,1,1,249,266,8.4,21,27
Myles Wiley,148913,S,AUSTINPEAY,8,8,8.6,0,1,116,71.2,63.6,0.0,53.9,54.7,54.2,16.1,5,3,145,148,2.8,4,18
Julian Talley,148951,CB,VILLANOVA,8,0,5.3,0,0,334,55.9,58.7,81.7,,73.7,60.1,0.0,0,0,23,24,8.7,2,3
Julien Stokes,148953,HB,PENN,1,0,,0,0,267,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Paul Jennings,148954,ED,PENN,3,1,3.6,0,0,267,,73.3,80.9,67.4,72.7,61.9,14.3,1,0,48,49,10.4,5,5
Bryce Hall,148967,DI,HOWARD,11,4,2.4,0,0,184,,67.2,8.9,66.6,70.0,81.8,0.0,0,3,138,139,8.7,12,15
Jaheim Ward,149123,S,E KENTUCKY,12,16,10.4,0,1,159,87.5,86.3,0.0,66.8,85.9,91.6,5.6,3,3,363,367,1.7,6,35
Brodie Williams,149130,S,NEWHVN,10,12,6.5,1,1,1013,66.3,63.2,51.0,64.9,57.7,52.3,22.9,11,4,296,304,4.7,14,25
Elijawah Tolbert,149150,LB,MONTANA,12,10,3.2,0,0,232,69.8,77.4,43.0,71.8,79.5,77.4,5.1,2,1,169,170,10.7,18,27
Kinstin Reaves,149165,DI,AUSTINPEAY,11,2,2.6,0,0,116,55.9,54.9,82.2,52.8,59.7,52.9,0.0,0,0,94,99,5.3,5,9
Nick Coates,149169,CB,CHATTNOOGA,3,2,,0,0,137,64.7,61.9,81.4,57.7,53.3,44.5,33.3,1,0,48,49,0.0,0,0
Caleb Webb,149195,DI,SE MO ST,12,4,0.1,0,1,293,60.0,74.6,85.1,66.6,75.4,30.0,20.0,3,0,130,132,5.4,7,8
Sam Keeper,149201,DI,SE MO ST,11,5,3.1,0,0,293,67.9,68.2,83.3,62.8,67.3,34.0,20.8,5,0,144,145,6.3,9,14
Trey Lubin,149217,CB,RHODE ISLD,14,2,5.6,0,0,274,75.0,76.1,86.5,66.9,71.8,61.7,9.1,1,4,317,323,0.9,3,8
Aaron Swafford,149225,LB,TENN TECH,13,13,3.8,0,1,309,79.1,80.0,52.9,64.7,81.2,66.1,12.9,9,1,262,264,11.1,29,48
Hudson Tucker,149227,ED,TENN TECH,3,2,-0.5,0,0,309,60.1,60.6,78.5,59.8,59.8,33.9,20.0,1,0,19,19,10.5,2,2
Toby Camp,149240,DI,TENN MARTN,12,5,1.0,0,0,310,61.5,74.2,70.3,71.3,72.5,58.0,10.0,3,1,212,214,8.5,18,22
JaMichael McGoy Jr.,149245,CB,TENN MARTN,12,2,18.7,0,0,310,65.4,66.9,28.7,54.2,80.0,65.3,0.0,0,4,157,159,1.3,2,6
Mason Taylor,149276,S,NEWHVN,5,2,6.7,0,0,1013,69.4,65.9,82.3,57.5,58.0,51.5,18.2,2,0,135,136,2.2,3,7
Brody Hock,149297,LB,MONMOUTH,9,2,3.5,0,0,231,72.7,71.3,74.2,58.1,68.9,53.9,18.8,3,0,79,79,6.3,5,11
Elijah Hamilton,149301,LB,COLGATE,12,5,3.4,0,1,142,61.5,72.3,35.9,59.4,82.9,64.6,11.1,4,1,168,171,10.7,18,27
Jack Low,149308,ED,FORDHAM,9,9,4.6,0,0,168,57.7,55.1,40.9,48.7,64.4,51.3,14.8,4,2,179,181,4.5,8,14
James Conway,149310,LB,FORDHAM,12,32,4.5,0,0,168,81.8,90.9,86.6,78.1,89.3,83.4,6.4,7,0,363,367,9.6,35,70
Trey Bradford,149311,S,FORDHAM,7,3,5.7,0,0,168,67.7,69.0,84.5,,69.4,75.9,9.1,1,0,110,112,2.7,3,7
Stephen Sergio,149339,ED,GEORGETOWN,4,5,2.2,0,1,172,80.3,91.9,45.9,90.9,85.1,79.7,9.1,1,1,80,84,6.3,5,5
Maximus Villar,149356,ED,BRYANT,12,4,1.5,0,0,124,42.9,58.0,0.0,59.7,68.8,49.9,16.7,2,4,119,121,4.2,5,6
Kwame Achampong,149357,DI,BUTLER,12,3,2.2,0,0,127,59.9,57.7,84.4,55.0,58.2,37.5,20.0,4,0,164,165,3.0,5,13
De'Andre Wilborn,149360,ED,VALPO,12,7,1.7,0,0,332,62.4,64.0,59.3,59.5,66.5,63.1,14.3,5,2,320,325,5.9,19,23
Phillip Peiffer,149382,DI,LAFAYETTE,12,7,0.9,0,0,203,62.7,74.4,84.3,65.4,75.8,71.8,4.3,1,0,190,192,7.4,14,15
Dillon Sheehan,149407,ED,LEHIGH,11,2,3.2,0,0,205,62.7,68.5,24.8,72.8,60.0,65.0,11.1,1,2,87,87,4.6,4,6
Kevin Gillis,149417,DI,HOLY CROSS,3,0,-2.0,0,1,181,,58.0,78.4,59.8,56.2,19.0,75.0,3,0,35,35,2.9,1,1
Joseph Townsend,149420,ED,HOLY CROSS,12,7,1.6,0,0,181,57.1,57.0,67.0,51.4,63.2,59.0,10.7,3,1,191,194,7.3,14,18
Ryan Ruane,149422,LB,STNY BROOK,2,0,,0,0,303,,40.3,64.9,,51.3,,,0,0,4,4,0.0,0,0
Joshua Williams,149427,DI,HOLY CROSS,10,0,2.3,0,0,181,,66.0,78.5,59.5,67.0,32.8,20.0,1,0,64,64,4.7,3,4
Adam Cipriano,149447,CB,BUTLER,1,0,,0,0,127,,60.0,62.1,,60.0,,,0,0,1,1,0.0,0,0
Brayton Spetter,149453,LB,BUTLER,10,4,2.8,0,1,127,76.6,76.2,81.6,60.6,72.1,47.2,19.0,4,0,99,100,10.1,10,13
Danny Orgler,149454,ED,BUTLER,11,1,1.7,0,0,127,79.5,62.4,88.6,58.5,57.7,65.6,30.0,3,0,104,105,2.9,3,6
Kellen Madison,149455,CB,STETSON,11,1,4.5,0,0,302,61.6,63.6,83.2,58.1,71.2,25.6,16.7,1,0,161,163,1.2,2,4
Evan Niemi,149456,DI,SAN DIEGO,12,3,4.4,0,0,283,55.4,63.1,48.8,59.2,69.0,36.7,22.2,4,1,102,105,7.8,8,11
James Weaver,149473,S,DAVIDSON,1,1,,0,0,149,51.7,53.8,70.8,,60.0,80.5,0.0,0,0,1,1,0.0,0,0
Dallas Brown,149489,ED,DAVIDSON,12,7,3.0,0,0,149,66.4,65.5,87.4,57.6,67.4,64.5,8.3,2,0,227,230,5.3,12,15
Bryce Jamison,149537,CB,CITADEL,5,1,,0,0,139,64.0,66.6,75.4,,70.3,77.7,0.0,0,0,21,21,0.0,0,0
Riley Dravet,149563,S,WAGNER,7,2,7.6,0,0,338,59.5,57.7,83.9,,52.8,43.9,31.8,7,0,150,151,3.3,5,13
Holden Hughes,149564,CB,DRAKE,3,0,2.0,0,0,153,75.2,79.0,72.8,,71.6,76.0,0.0,0,0,9,9,11.1,1,2
Sebastian Adamski,149572,LB,SO UTAH,11,15,4.6,0,0,298,61.5,80.1,84.5,53.5,89.5,65.7,11.5,9,0,281,286,10.7,30,54
Tom Shefte,149573,ED,DRAKE,9,3,2.0,0,0,153,69.3,79.9,81.2,69.5,78.8,52.2,22.2,2,0,59,60,6.8,4,4
Trey Sena-Ortega,149630,S,SAN DIEGO,12,10,6.7,1,1,283,52.8,54.4,86.7,51.7,59.0,66.7,20.6,7,2,179,183,3.9,7,17
Jerry Riggins,149633,ED,ROB MORRIS,12,5,1.1,0,1,277,50.4,60.2,21.3,73.7,56.9,65.8,14.8,4,3,228,230,5.7,13,18
Malachi Cooper,149640,DI,SAN DIEGO,12,6,0.2,0,0,283,65.8,81.5,84.6,71.1,82.0,72.7,3.8,1,0,254,258,7.5,19,19
Brian Coburn,149641,DI,SAN DIEGO,3,0,0.0,0,0,283,63.2,76.0,13.2,71.8,72.8,79.4,0.0,0,1,33,34,12.1,4,5
Austin Trimble,149686,CB,TXRG,12,0,3.7,0,0,1445,70.6,71.4,82.9,54.7,72.6,64.7,25.0,1,0,120,120,1.7,2,3
Rhyan Cheatham,149723,S,STETSON,9,4,3.0,0,0,302,67.9,63.4,81.3,59.3,49.6,44.4,37.5,3,0,103,103,1.0,1,1
Andrew Thompson,149726,ED,STETSON,9,2,9.0,0,0,302,61.2,60.4,81.9,56.2,60.4,76.7,0.0,0,0,139,141,0.0,0,1
Mason Kaplan,149744,LB,ILL STATE,16,12,2.6,0,0,188,78.5,74.3,84.4,62.7,67.8,61.7,18.6,8,0,247,251,5.3,13,23
Kevin Spelman,149757,ED,S DAK ST,10,2,3.0,0,0,292,,60.2,79.2,51.5,69.1,33.3,0.0,0,0,33,34,3.0,1,1
Noah Friedt,149808,DI,S ILLINOIS,12,0,1.8,0,0,295,60.0,66.9,53.1,59.2,71.2,62.4,7.7,1,1,128,132,8.6,11,12
Nick Hand,149810,S,STTHOM,10,14,10.7,0,1,1129,80.0,82.9,86.5,60.9,83.3,78.2,11.6,5,0,212,215,2.4,5,24
Caden Nelson,149819,LB,STTHOM,12,20,3.3,0,0,1129,75.5,81.9,45.0,62.7,82.1,64.1,14.3,10,1,248,251,12.1,30,40
Branden Smith,149825,CB,STTHOM,9,3,6.0,0,0,1129,34.3,44.9,80.3,68.8,73.2,73.7,8.3,1,1,134,136,2.2,3,8
Josh Jones,149842,CB,CHATTNOOGA,1,0,,0,0,137,57.9,57.9,73.4,,60.0,74.8,,0,0,1,1,0.0,0,0
Melvin Ravenel,149858,CB,CITADEL,9,3,7.5,0,0,139,75.9,76.4,26.4,60.0,77.4,75.6,10.0,1,3,169,171,2.4,4,6
Je'Mazin Roberts,149860,LB,CITADEL,12,10,3.6,0,0,139,53.3,66.5,82.9,61.7,75.0,74.9,4.8,2,0,192,198,7.8,15,30
Jordan Marks,149861,DI,CITADEL,12,7,2.1,0,0,139,57.9,72.7,86.1,58.6,77.6,81.3,0.0,0,0,195,200,5.1,10,14
Phillip Collins,149862,DI,CITADEL,12,1,3.5,0,0,139,58.6,61.9,61.2,53.8,67.9,35.7,16.7,1,1,150,157,2.0,3,4
Chris Iverson,149864,DI,CITADEL,12,3,1.8,0,0,139,60.3,67.8,84.6,59.9,71.1,49.8,14.3,3,0,216,221,5.1,11,15
Davion Hood,149880,ED,AUSTINPEAY,12,5,1.6,3,0,116,65.5,67.8,37.5,66.4,69.1,59.1,12.5,2,3,189,190,3.7,7,9
Justin Hartwell,149913,S,FURMAN,2,1,,0,0,170,49.1,47.6,75.2,,51.8,22.5,50.0,1,0,11,11,0.0,0,0
Luke McLaughlin,149920,LB,FURMAN,12,18,4.1,0,0,170,67.1,74.2,49.7,59.0,80.1,70.4,6.9,4,1,280,286,7.1,20,36
Jonathan Hunter-Horton,149990,LB,CHATTNOOGA,1,0,,0,0,137,59.1,55.2,67.6,,55.1,38.8,,0,0,3,3,0.0,0,0
Caleb Fisher,150014,ED,W CAROLINA,12,5,1.4,0,0,344,78.2,67.3,91.4,57.7,67.7,52.7,15.0,3,0,229,232,4.4,10,12
Camden Gray,150041,LB,CITADEL,11,3,1.3,0,0,139,64.6,60.9,21.9,59.9,59.3,63.9,13.6,3,1,135,139,8.9,12,16
Seth Foster,150048,DI,WOFFORD,12,3,0.4,0,0,350,69.8,73.9,70.7,59.4,79.9,56.8,14.3,4,1,237,248,7.6,18,21
Brandon Maina,150051,DI,WOFFORD,10,11,1.4,0,0,350,65.5,88.4,46.0,82.6,85.3,64.0,12.9,4,2,183,190,7.1,13,16
Rayden Campbell,150066,S,STF AUSTIN,11,2,9.0,0,0,301,66.6,64.2,82.7,55.9,58.4,58.5,25.0,2,0,91,94,1.1,1,4
Josh Gonzalez,150068,DI,INCAR WORD,12,1,1.3,0,0,189,,67.8,43.6,59.9,73.9,53.2,20.0,1,1,83,85,2.4,2,3
Twillie Lovett,150081,CB,ALABAMA ST,12,1,11.3,0,0,105,65.1,63.3,0.0,60.0,64.3,58.6,21.4,3,4,160,168,1.3,2,10
Welland Williams,150084,DI,MCNEESE,6,1,3.5,0,0,217,60.0,55.1,81.5,54.5,55.2,56.6,16.7,1,0,113,115,1.8,2,4
