player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Raul Aguirre Jr.,175372,LB,MIAMI FL,16,168,0,220,0,3.7,66.7,80.0,7.3,4.8,0,1,16.7,61.8,0,9,0.0,0,1,70.8,4,32,19.0,40,1,2,6,0,19,21,0.7,4.8,0,3,2.8,88.2,95.5,6.9,6.1,0,0,0.0,54.5,0,27,23.1,3,0,94.9,15,105,62.5,110,3,7,17,0,115,72,1.1,7.7
Damari Brown,175373,CB,MIAMI FL,12,229,0,220,0,7.8,44.4,98.5,14.5,6.4,0,2,22.2,79.0,0,38,0.0,0,1,65.0,4,64,27.9,65,2,3,9,0,56,42,1.0,14.0,0,1,14.8,62.5,100.0,27.4,17.1,0,1,12.5,70.6,0,43,0.0,0,0,102.1,5,141,61.6,141,3,9,8,0,92,30,0.7,18.4
Demetrius Freeney,175375,CB,BOISE ST,8,82,0,120,0,13.3,33.3,100.0,19.0,6.3,0,1,16.7,69.8,0,11,0.0,0,0,81.9,2,41,50.0,41,1,3,6,1,15,8,0.4,7.5,0,0,9.5,0.0,100.0,,15.5,0,0,0.0,62.1,0,,0.0,0,0,39.6,0,33,40.2,33,1,1,2,0,0,0,0.0,
Marcellius Pulliam,175385,LB,MICH STATE,4,20,0,223,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.0,2,0,0,0,0,0,0,,,0,1,4.0,0.0,81.8,,9.0,0,0,0.0,54.4,0,,0.0,0,0,39.6,0,9,45.0,11,0,0,1,0,0,0,0.0,
Robert Stafford III,175386,CB,UCLA,9,122,0,324,0,15.8,83.3,100.0,6.0,5.0,0,1,16.7,46.3,0,32,0.0,0,1,118.8,5,34,27.9,34,1,4,6,0,93,34,3.1,18.6,0,0,19.9,62.5,100.0,13.8,8.6,0,1,12.5,55.2,0,62,20.0,1,1,145.8,5,72,59.0,72,0,4,8,2,119,37,1.7,23.8
Ty Adams,175389,CB,N CAROLINA,3,14,0,245,0,26.0,0.0,100.0,,3.0,0,1,100.0,70.5,0,,,0,0,39.6,0,3,21.4,3,0,0,1,0,0,0,0.0,,0,0,-6.0,100.0,100.0,10.0,10.0,0,0,0.0,64.9,0,4,,0,0,83.3,1,10,71.4,10,0,0,1,0,4,10,0.4,4.0
Kaleb Cost,175392,CB,N CAROLINA,11,269,0,245,0,11.0,52.6,100.0,11.0,5.8,0,4,21.1,65.2,0,28,12.5,1,4,67.2,10,123,45.7,123,2,7,19,0,97,40,0.9,9.7,0,2,3.3,80.0,95.7,6.5,5.2,0,1,4.0,67.3,1,18,19.0,4,1,77.5,20,134,49.8,140,6,15,25,0,165,157,1.3,8.3
Ayden Duncanson,175394,S,E CAROLINA,12,170,0,156,0,27.0,100.0,100.0,7.0,7.0,0,0,0.0,48.4,0,22,,0,0,158.3,1,9,5.3,9,0,0,1,1,22,0,3.1,22.0,0,0,6.5,45.5,98.4,22.6,10.3,0,2,18.2,66.4,0,23,8.3,1,2,56.6,5,120,70.6,122,5,11,11,0,44,35,0.4,8.8
Reggie Love II,175402,CB,N CAROLINA,1,4,0,245,0,14.5,0.0,100.0,,1.0,0,1,50.0,80.8,0,,,0,1,39.6,0,2,50.0,2,0,0,2,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,2,50.0,2,0,0,0,0,0,0,0.0,
Tre Miller,175403,CB,N CAROLINA,9,83,0,245,0,7.4,100.0,97.8,4.3,4.3,0,0,0.0,49.7,0,23,0.0,0,0,118.5,9,44,53.0,45,3,7,9,0,112,45,2.9,12.4,0,0,1.3,83.3,93.9,6.2,5.2,0,0,0.0,67.2,0,15,0.0,0,0,95.1,5,31,37.3,33,2,4,6,0,41,27,1.3,8.2
Jordan Bass,175407,S,VA TECH,12,185,0,337,0,9.3,66.7,92.6,11.5,7.7,0,0,0.0,40.9,0,16,50.0,1,0,95.1,2,25,13.5,27,0,1,3,0,27,5,1.2,13.5,0,1,6.9,87.5,90.4,16.3,14.3,0,0,0.0,55.8,0,29,20.0,1,0,118.2,7,123,66.5,136,1,3,8,0,99,48,0.9,14.1
Rasheem Biles,175408,LB,PITTSBURGH,10,240,0,268,1,,,42.9,,,0,0,,64.8,0,,0.0,0,0,0.0,0,9,3.8,21,0,0,0,0,0,0,0.0,,0,6,4.3,89.5,65.5,10.5,9.4,0,0,0.0,70.3,2,34,16.7,3,0,63.5,17,188,78.3,287,8,9,19,0,166,94,0.9,9.8
Cruce Brookins,175409,S,PITTSBURGH,10,285,0,268,0,-3.0,0.0,92.9,,12.0,0,0,0.0,66.1,0,,0.0,0,0,39.6,0,13,4.6,14,0,1,1,0,0,0,0.0,,0,3,8.8,63.2,100.0,18.2,11.5,1,3,15.8,86.2,2,33,0.0,0,2,66.0,12,227,79.6,227,6,18,19,1,152,56,0.7,12.7
Maverick Gracio,175415,ED,PITTSBURGH,7,1,0,268,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,,,5.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,19,0,0,0,0,0,0,0.0,
Shadarian Harrison,175416,CB,PITTSBURGH,12,294,0,268,0,12.5,0.0,100.0,,5.5,0,0,0.0,59.2,0,,,0,0,39.6,0,12,4.1,12,0,0,2,0,0,0,0.0,,0,0,13.1,65.5,100.0,12.2,8.0,0,3,10.3,58.8,1,72,16.7,3,2,104.5,19,242,82.3,242,4,15,29,2,273,123,1.2,14.4
Landon Danley,175431,LB,VIRGINIA,12,145,0,335,0,-1.0,100.0,80.4,40.0,40.0,0,0,0.0,63.6,0,5,33.3,1,0,87.5,1,41,28.3,51,1,2,1,0,5,6,0.1,5.0,0,2,3.4,87.5,89.8,10.7,9.4,0,0,0.0,68.6,0,13,9.1,1,0,95.3,7,79,54.5,88,4,8,8,0,55,33,0.7,7.9
Jason Hammond,175434,DI,VIRGINIA,14,1,0,335,0,,,2.0,,,0,0,,60.0,0,,100.0,2,0,0.0,0,1,100.0,50,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,98,2,0,0,0,0,0,,
Caleb Hardy,175435,LB,VIRGINIA,11,91,0,335,0,3.0,25.0,84.8,28.0,7.0,0,0,0.0,64.6,0,12,100.0,1,0,79.2,1,28,30.8,33,0,0,4,1,12,12,0.4,12.0,0,3,7.0,83.3,90.9,9.4,7.8,0,0,0.0,59.1,0,20,0.0,0,0,107.6,5,50,54.9,55,2,4,6,0,59,25,1.3,11.8
Kam Robinson,175441,LB,VIRGINIA,8,189,0,335,0,8.3,100.0,73.5,16.3,16.3,0,0,0.0,53.0,0,24,50.0,1,0,118.8,3,50,26.5,68,0,1,3,0,44,19,0.9,14.7,0,4,4.2,85.0,87.3,5.5,4.7,0,1,5.0,75.6,1,22,0.0,0,1,72.3,17,96,50.8,110,8,9,20,0,127,69,1.4,7.5
Ricardo Cooper Jr.,175447,CB,MARYLAND,1,4,0,215,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,9.0,0.0,100.0,,4.0,0,0,0.0,92.2,1,,,0,0,0.0,0,4,100.0,4,0,0,1,0,0,0,0.0,
Philipp Davis,175462,CB,MARSHALL,5,19,0,214,0,,,100.0,,,0,0,,63.5,0,,,0,0,0.0,0,5,26.3,5,0,0,0,0,0,0,0.0,,0,0,22.0,0.0,100.0,,10.0,0,0,0.0,57.7,0,,,0,0,39.6,0,10,52.6,10,0,0,1,0,0,0,0.0,
Eddie Pleasant III,175468,CB,BUFFALO,2,8,0,126,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,12.5,1,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,100.0,4.0,4.0,0,0,0.0,55.1,0,10,0.0,0,0,108.3,1,5,62.5,5,0,1,1,0,10,4,2.5,10.0
Jalen Thompson,175471,ED,MICH STATE,11,16,0,223,1,-4.0,100.0,11.5,6.0,6.0,0,0,0.0,56.2,0,5,0.0,0,0,87.5,1,6,37.5,52,1,1,1,0,5,9,0.8,5.0,0,0,6.4,80.0,6.9,2.5,2.0,0,0,0.0,46.6,0,47,25.0,1,0,118.8,4,10,62.5,144,3,3,5,0,84,55,8.4,21.0
Jacob Bower,175477,LB,NEBRASKA,6,16,0,238,0,-4.0,100.0,100.0,8.0,8.0,0,0,0.0,47.0,0,3,,0,0,79.2,1,9,56.3,9,0,0,1,0,3,7,0.4,3.0,0,0,3.0,100.0,87.5,7.0,7.0,0,0,0.0,46.4,0,43,0.0,0,0,118.8,1,7,43.8,8,0,1,1,0,43,40,6.1,43.0
Kai Wallin,175486,ED,OREGON ST,9,23,0,265,0,,,26.0,,,0,0,,62.4,0,,100.0,1,0,0.0,0,13,56.5,50,0,0,0,0,0,0,0.0,,0,0,,,10.0,,,0,0,,62.6,0,,,0,0,0.0,0,8,34.8,80,1,0,0,0,0,0,0.0,
Cooper Wilson,175487,CB,NEVADA,4,16,0,239,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,6.3,1,0,0,0,0,0,0,0.0,,0,2,,,100.0,,,0,0,,61.3,0,,0.0,0,0,0.0,0,9,56.3,9,0,0,0,0,0,0,0.0,
Djibril Abdou Rahman,175501,ED,RUTGERS,10,6,0,278,0,,,5.7,,,0,0,,60.4,0,,,0,0,0.0,0,2,33.3,35,0,0,0,0,0,0,0.0,,0,0,13.0,0.0,8.1,,3.0,0,1,100.0,75.3,0,,100.0,1,1,39.6,0,3,50.0,37,1,0,1,0,0,0,0.0,
Sage Clawges,175503,CB,RUTGERS,1,3,0,278,0,17.0,0.0,100.0,,1.0,0,0,0.0,52.5,0,,,0,0,39.6,0,2,66.7,2,0,0,2,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
Christian Alliegro,175520,LB,WISCONSIN,10,238,0,349,0,3.0,100.0,78.6,16.0,16.0,0,0,0.0,46.7,0,15,50.0,2,0,108.3,2,33,13.9,42,2,2,2,0,20,14,0.6,10.0,0,3,1.7,73.7,86.4,12.0,8.8,0,0,0.0,54.6,0,19,6.7,1,0,97.0,14,172,72.3,199,7,11,19,0,153,139,0.9,10.9
Justin Taylor,175532,S,WYOMING,11,166,0,351,0,5.0,20.0,98.4,58.0,11.6,0,0,0.0,60.8,1,7,25.0,1,0,0.0,1,62,37.3,63,0,3,5,0,7,3,0.1,7.0,0,0,8.3,75.0,98.4,20.0,15.0,0,0,0.0,57.8,0,19,0.0,0,0,93.8,3,61,36.7,62,0,1,4,0,28,0,0.5,9.3
Toddrick Brewton,175541,ED,FIU,6,3,0,166,0,,,8.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,12,0,0,0,0,0,0,0.0,,0,0,,,3.8,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,26,0,0,0,0,0,0,0.0,
Mister Clark,175545,CB,FIU,12,441,0,166,1,10.7,61.9,96.5,8.1,5.0,1,3,14.3,60.3,1,18,18.2,2,3,73.1,13,111,25.2,115,2,8,21,1,118,18,1.1,9.1,0,4,6.9,69.2,99.3,9.4,6.5,1,6,15.4,65.2,0,29,17.9,5,6,97.5,27,266,60.3,268,4,19,39,1,273,158,1.1,10.1
Victor Evans III,175552,CB,FIU,12,295,0,166,0,11.9,54.5,100.0,11.5,6.3,0,1,9.1,64.5,0,10,0.0,0,0,91.1,6,72,24.4,72,2,7,11,1,35,3,0.5,5.8,0,0,14.7,62.1,99.4,9.6,6.0,0,4,13.8,67.5,1,38,25.0,6,3,72.9,18,179,60.7,180,6,18,29,0,233,76,1.3,12.9
Preston Thompson,175573,CB,FIU,9,53,0,166,0,8.3,25.0,94.7,17.0,4.3,0,1,25.0,61.3,0,9,0.0,0,0,39.6,1,18,34.0,19,0,1,4,0,9,0,0.5,9.0,0,1,18.2,60.0,100.0,8.0,4.8,0,0,0.0,45.2,0,28,40.0,2,0,94.6,3,25,47.2,25,0,2,5,0,51,25,2.1,17.0
Micah McCarroll,175584,CB,JVILLE ST,1,2,0,196,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.5,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Dax Horany,175616,LB,SM HOUSTON,1,2,0,281,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,
Jaime Guerrero,175637,S,UTEP,1,4,0,330,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,
Lantz Russell,175652,S,UTEP,12,112,0,330,1,6.0,50.0,93.8,41.0,20.5,0,1,50.0,68.2,0,7,0.0,0,0,58.3,1,45,40.2,48,0,0,2,0,7,1,0.2,7.0,0,1,2.3,100.0,91.4,6.5,6.5,0,1,12.5,67.6,0,22,22.2,2,1,99.0,8,53,47.3,58,1,6,8,0,62,44,1.2,7.8
Tayden Barnes,175662,S,CINCINNATI,9,93,0,138,0,14.3,66.7,100.0,6.0,4.0,0,0,0.0,49.8,0,27,0.0,0,0,106.3,2,12,12.9,12,0,2,3,0,35,10,2.9,17.5,0,3,10.8,70.6,100.0,5.6,3.9,0,1,5.9,42.3,0,75,16.7,2,0,126.8,12,68,73.1,68,4,7,17,1,189,85,2.8,15.8
Josiah Charles,175665,CB,NEW MEX ST,12,264,0,242,0,6.9,100.0,100.0,4.6,4.6,0,0,0.0,60.0,0,12,20.0,1,0,136.8,9,45,17.0,45,3,4,9,2,66,7,1.6,7.3,0,1,13.4,63.0,100.0,10.2,6.4,0,4,14.8,44.9,1,48,12.5,2,3,104.4,17,175,66.3,175,2,13,27,2,263,80,1.5,15.5
Quincy Davis,175667,LB,NEW MEX ST,12,152,0,242,0,,,58.1,,,0,0,,71.3,0,,0.0,0,0,0.0,0,18,11.8,31,1,1,0,0,0,0,0.0,,0,2,4.8,92.3,86.9,9.1,8.4,0,0,0.0,67.5,0,21,8.3,1,0,102.9,12,113,74.3,130,6,9,13,0,113,59,1.0,9.4
Tyler Martinez,175679,LB,NEW MEX ST,4,95,0,242,0,,,30.0,,,0,0,,61.5,0,,,0,0,0.0,0,3,3.2,10,0,0,0,0,0,0,0.0,,0,2,5.6,100.0,91.4,6.3,6.3,0,1,10.0,54.4,0,40,18.2,2,1,148.8,10,64,67.4,70,1,7,10,1,117,61,1.9,11.7
Naeten Mitchell,175681,S,NEW MEX ST,12,468,0,242,0,7.1,62.5,98.6,13.0,8.1,0,0,0.0,72.5,2,42,0.0,0,0,91.7,5,73,15.6,74,1,6,8,2,72,32,1.1,14.4,0,6,13.8,47.8,100.0,26.8,12.8,1,3,13.0,69.9,1,24,8.8,3,3,56.6,11,306,65.4,306,7,25,23,1,101,48,0.3,9.2
Jeremiah Vessel,175689,S,UAB,11,198,0,321,1,10.3,50.0,87.9,23.5,11.8,0,1,25.0,47.4,0,35,60.0,3,0,95.8,2,51,25.8,58,0,1,4,0,50,26,1.1,25.0,0,1,9.9,88.9,95.4,14.9,13.2,1,1,11.1,31.0,0,48,38.5,5,1,158.3,8,124,62.6,130,2,7,9,2,144,75,1.2,18.0
Deliyon Freeman,175696,CB,HAWAII,4,12,0,180,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,8.3,1,0,0,0,0,0,0,0.0,,0,0,1.0,100.0,100.0,9.0,9.0,0,0,0.0,66.0,0,7,0.0,0,0,95.8,1,11,91.7,11,0,1,1,0,7,6,0.8,7.0
Aiden McComber,175702,LB,HAWAII,11,1,0,180,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,11,1,0,0,0,0,0,,,0,0,,,5.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,20,0,0,0,0,0,0,0.0,
Jamih Otis,175705,LB,HAWAII,11,287,0,180,0,2.0,100.0,52.9,37.0,37.0,0,0,0.0,63.1,0,9,100.0,2,0,104.2,1,37,12.9,70,0,0,1,0,9,7,0.2,9.0,0,4,5.3,74.1,97.1,9.5,7.0,0,0,0.0,58.7,0,26,0.0,0,0,93.4,20,202,70.4,208,5,13,27,0,192,112,1.0,9.6
Elijah Palmer,175706,CB,HAWAII,13,413,0,180,1,12.9,60.0,98.9,5.7,3.4,0,4,16.0,70.0,0,50,14.3,2,3,101.4,15,89,21.5,90,4,11,25,1,216,62,2.5,14.4,0,2,5.3,70.3,98.5,9.3,6.5,2,2,5.4,74.4,1,41,30.8,8,2,70.6,26,259,62.7,263,8,16,37,0,188,119,0.8,7.2
Jaheim Wilson-Jones,175716,CB,HAWAII,13,331,0,180,0,13.1,45.5,100.0,7.7,3.5,0,4,18.2,57.0,1,36,0.0,0,2,55.9,10,81,24.5,81,2,8,22,1,104,38,1.4,10.4,0,4,15.6,66.7,100.0,13.4,8.9,0,2,9.5,62.3,0,72,17.6,3,2,124.7,14,200,60.4,200,3,10,21,1,258,75,1.4,18.4
Michael Coats Jr.,175720,CB,W VIRGINIA,12,300,0,343,0,12.7,66.7,100.0,10.3,6.8,0,1,16.7,57.1,0,22,0.0,0,1,96.5,4,44,14.7,44,0,2,6,0,56,9,1.4,14.0,0,4,13.1,52.6,99.5,19.4,10.2,0,8,42.1,76.0,0,85,11.1,2,8,93.5,10,201,67.0,202,5,12,19,0,217,87,1.1,21.7
Bishop Turner,175729,S,NEVADA,12,167,0,239,0,,,96.2,,,0,0,,67.0,0,,0.0,0,0,0.0,0,25,15.0,26,1,1,0,0,0,0,0.0,,0,2,14.7,71.4,97.4,21.2,15.1,0,2,28.6,69.8,1,48,22.2,2,2,64.9,5,112,67.1,115,1,5,7,0,72,13,0.7,14.4
Jayden Wilson,175744,LB,UTEP,12,279,0,330,1,1.0,100.0,51.6,45.0,45.0,0,0,0.0,91.5,1,1,0.0,0,0,39.6,1,48,17.2,93,2,2,1,0,1,0,0.0,1.0,0,5,2.6,82.6,88.2,9.0,7.4,0,0,0.0,49.8,0,14,20.8,5,0,94.7,19,180,64.5,204,6,14,23,0,155,111,0.9,8.2
Brady Nassar,175760,ED,S DIEGO ST,13,8,0,284,0,,,11.9,,,0,0,,61.5,0,,,0,0,0.0,0,5,62.5,42,0,0,0,0,0,0,0.0,,0,1,,,2.0,,,0,0,,68.8,0,,66.7,2,0,0.0,0,3,37.5,150,0,0,0,0,0,0,0.0,
Tymere Burton,175789,LB,UTAH ST,1,14,0,329,0,,,62.5,,,0,1,,78.2,0,,,0,1,0.0,0,5,35.7,8,1,0,0,0,0,0,0.0,,0,0,,,88.9,,,0,0,,63.4,0,,,0,0,0.0,0,8,57.1,9,0,0,0,0,0,0,0.0,
Cameron Avery,175799,LB,COAST CAR,1,1,0,141,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Darius Taylor,175823,LB,VA TECH,1,1,0,337,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Jordan Saunders,175831,S,DOMINION,6,30,0,263,0,,,100.0,,,0,0,,72.1,0,,50.0,1,0,0.0,0,6,20.0,6,1,1,0,0,0,0,0.0,,0,0,22.0,100.0,100.0,9.5,9.5,0,0,0.0,52.7,0,67,0.0,0,0,118.8,2,22,73.3,22,0,2,2,0,78,34,4.1,39.0
Gage Sawyers,175832,LB,DOMINION,2,5,0,263,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,1,0,0,0,0,0,0,0.0,,0,0,,,75.0,,,0,0,,61.1,0,,,0,0,0.0,0,3,60.0,4,0,0,0,0,0,0,0.0,
Brian Dillard,175836,CB,S ALABAMA,9,117,0,288,0,10.0,100.0,100.0,5.0,5.0,0,0,0.0,56.4,0,14,0.0,0,0,118.8,1,6,5.1,6,0,1,1,0,14,4,2.8,14.0,0,3,20.9,38.5,100.0,16.4,6.3,0,3,23.1,64.5,0,44,10.0,1,2,62.3,5,85,72.6,85,2,6,13,0,88,27,1.1,17.6
Noland Asberry,175856,ED,ARK STATE,8,2,0,113,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,2.0,100.0,11.8,2.0,2.0,0,0,0.0,49.3,0,6,100.0,1,0,91.7,1,2,100.0,17,1,0,1,0,6,4,3.0,6.0
Bray Hubbard,175863,S,ALABAMA,15,430,0,103,1,7.0,66.7,75.0,30.0,20.0,0,0,0.0,67.1,1,4,0.0,0,0,30.6,2,69,16.0,92,2,3,3,0,8,2,0.1,4.0,0,9,6.0,67.9,94.7,16.3,11.1,1,4,14.3,82.4,3,26,12.5,4,3,58.8,19,322,74.9,340,6,19,28,1,187,90,0.6,9.8
Keon Keeley,175865,ED,ALABAMA,12,5,0,103,0,7.0,0.0,9.5,,2.0,0,1,100.0,69.4,0,,,0,1,39.6,0,2,40.0,21,0,0,1,0,0,0,0.0,,0,1,,,4.2,,,0,0,,65.4,0,,0.0,0,0,0.0,0,3,60.0,72,2,4,0,0,0,0,0.0,
Kolby Peavy,175867,CB,ALABAMA,1,3,0,103,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,5.0,100.0,100.0,3.0,3.0,0,0,0.0,63.5,0,5,0.0,0,0,87.5,1,3,100.0,3,0,1,1,0,5,0,1.7,5.0
Yhonzae Pierre,175869,ED,ALABAMA,15,114,0,103,0,,,37.5,,,0,0,,64.0,0,,,0,0,0.0,0,24,21.1,64,2,0,0,0,0,0,0.0,,0,2,3.5,81.8,29.8,8.2,6.7,0,0,0.0,53.0,0,21,47.1,8,0,97.7,9,78,68.4,262,11,7,11,0,82,50,1.1,9.1
Brayden Slade,175884,S,FLORIDA,3,10,0,163,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,3.0,0.0,100.0,,8.0,0,0,0.0,64.0,0,,,0,0,39.6,0,8,80.0,8,0,0,1,0,0,0,0.0,
Kelley Jones,175896,CB,MISS STATE,13,375,0,227,0,22.1,14.3,100.0,52.0,7.4,0,7,50.0,77.1,0,26,0.0,0,6,63.7,2,118,31.5,118,0,1,14,1,43,8,0.4,21.5,0,1,21.5,36.4,98.7,27.3,9.9,0,3,13.6,67.6,2,34,14.3,2,3,56.1,8,227,60.5,230,1,11,22,2,165,37,0.8,20.6
Nick DeLoach Jr.,175900,CB,MISSOURI,2,17,0,229,0,6.0,0.0,100.0,,2.5,0,1,50.0,65.5,0,,,0,1,39.6,0,5,29.4,5,0,0,2,0,0,0,0.0,,0,0,34.0,0.0,100.0,,11.0,0,0,0.0,58.7,0,,0.0,0,0,39.6,0,11,64.7,11,0,1,1,0,0,0,0.0,
Shamar McNeil,175907,CB,MISSOURI,2,14,0,229,0,11.0,100.0,100.0,2.5,2.5,0,0,0.0,48.3,0,14,0.0,0,0,112.5,2,5,35.7,5,0,2,2,0,22,0,4.4,11.0,0,0,15.7,33.3,100.0,8.0,2.7,0,1,33.3,71.5,0,3,,0,0,42.4,1,8,57.1,8,0,0,3,0,3,0,0.4,3.0
Jamian Risher Jr.,175925,LB,S CAROLINA,2,16,0,289,0,,,75.0,,,0,0,,61.3,0,,,0,0,0.0,0,3,18.8,4,0,0,0,0,0,0,0.0,,0,1,,,88.9,,,0,0,,64.6,0,,0.0,0,0,0.0,0,8,50.0,9,0,0,0,0,0,0,0.0,
Vicari Swain,175930,CB,S CAROLINA,12,264,0,289,0,14.9,38.5,100.0,15.2,5.8,0,2,15.4,67.8,0,32,14.3,1,2,53.7,5,82,31.1,82,3,6,13,0,61,18,0.8,12.2,0,1,17.0,55.6,99.3,13.6,7.6,0,1,5.6,65.7,2,43,8.3,1,1,64.8,10,144,54.5,145,2,10,18,1,162,35,1.2,16.2
Dalton Brooks,175932,S,TEXAS A&M,12,349,0,312,2,3.5,100.0,82.6,35.5,35.5,0,1,50.0,76.8,1,3,20.0,1,1,79.2,2,76,21.8,92,3,2,2,1,4,0,0.1,2.0,0,2,1.6,80.0,90.6,22.4,17.9,1,0,0.0,71.9,0,24,27.3,6,0,97.1,8,193,55.3,213,4,14,10,0,73,65,0.4,9.1
Chantz Johnson,175936,LB,TEXAS ST,7,37,0,314,0,-4.0,100.0,84.6,10.0,10.0,0,0,0.0,63.5,0,9,,0,0,104.2,1,11,29.7,13,0,0,1,0,9,13,0.9,9.0,0,0,-0.3,100.0,73.7,4.7,4.7,0,0,0.0,48.2,0,10,0.0,0,0,102.8,3,14,37.8,19,1,1,3,0,26,27,1.9,8.7
Rylan Kennedy,175937,ED,TEXAS A&M,13,44,0,312,0,,,46.9,,,0,0,,63.2,0,,,0,0,0.0,0,15,34.1,32,1,0,0,0,0,0,0.0,,0,1,-0.3,50.0,28.3,7.0,3.5,0,0,0.0,68.6,0,9,20.0,1,0,59.4,2,15,34.1,53,2,3,4,0,15,25,1.1,7.5
Bravion Rogers,175941,CB,TEXAS A&M,3,36,0,312,0,5.5,50.0,100.0,7.0,3.5,0,1,50.0,54.5,0,15,0.0,0,0,75.0,1,7,19.4,7,0,1,2,0,15,9,2.1,15.0,0,0,4.0,100.0,93.1,13.0,13.0,0,0,0.0,67.8,0,15,0.0,0,0,93.8,2,27,75.0,29,1,3,2,0,13,5,0.5,6.5
Cliff Mosley,175948,DI,LA MONROE,12,2,0,209,0,,,2.9,,,0,0,,60.8,1,,,0,0,0.0,0,2,100.0,70,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,62.5,0,,33.3,1,0,0.0,0,0,0.0,151,2,2,0,0,0,0,,
Justin Cryer,175949,LB,FLORIDA ST,12,144,0,167,0,0.5,50.0,47.8,10.5,5.3,0,1,25.0,58.3,0,16,0.0,0,1,64.6,2,22,15.3,46,2,1,4,0,20,23,1.0,10.0,0,2,4.6,55.6,89.3,17.8,9.9,0,0,0.0,48.9,0,13,11.1,1,0,69.2,5,92,63.9,103,2,6,9,0,45,28,0.5,9.0
