player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Cole Cogshell,200337,ED,UCLA,6,1,0,324,0,,,7.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,14,1,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,19,0,0,0,0,0,0,,
Dallas Golden,200343,CB,NOTRE DAME,10,214,0,258,1,11.0,65.0,100.0,8.5,5.6,0,3,15.0,49.2,0,45,20.0,2,2,131.7,13,118,55.1,118,3,7,20,3,172,47,1.5,13.2,0,2,7.6,87.5,94.8,12.0,10.5,0,0,0.0,59.9,1,21,14.3,1,0,67.7,7,92,43.0,97,1,4,8,0,78,28,0.9,11.1
Mark Zackery IV,200345,CB,NOTRE DAME,11,188,0,258,1,16.3,57.1,100.0,9.4,5.4,0,3,21.4,61.4,0,31,0.0,0,2,115.5,8,78,41.5,78,1,6,14,1,141,28,1.9,17.6,0,0,17.0,50.0,100.0,23.0,11.5,0,0,0.0,71.0,0,45,0.0,0,0,74.5,4,102,54.3,102,1,4,8,0,59,4,0.6,14.8
Tairan Davis Jr.,203958,S,AKRON,3,2,0,102,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Bol Bol,203976,ED,BOISE ST,7,3,0,120,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,14,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,60.8,0,,,0,0,0.0,0,2,66.7,14,1,0,0,0,0,0,0.0,
Syncere Brackett-Lambey,203982,LB,BOISE ST,4,12,0,120,0,0.0,100.0,66.7,4.0,4.0,0,0,0.0,49.6,0,1,100.0,1,0,79.2,1,6,50.0,9,0,0,1,0,1,1,0.3,1.0,0,1,,,83.3,,,0,0,,72.6,0,,50.0,1,0,0.0,0,5,41.7,6,0,0,0,0,0,0,0.0,
Nusi Taumoepeau,203986,ED,BYU,9,34,0,128,0,,,47.1,,,0,0,,55.8,0,,50.0,1,0,0.0,0,8,23.5,17,0,1,0,0,0,0,0.0,,0,0,,,33.3,,,0,0,,53.3,0,,60.0,3,0,0.0,0,15,44.1,45,1,2,0,0,0,0,0.0,
Jordyn Criss,203996,CB,BYU,2,3,0,128,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.6,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Will Felder Jr.,204001,LB,DUKE,1,1,0,154,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,2,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Andrew Pellicciotta,204005,S,DUKE,14,165,0,154,1,10.3,62.5,98.7,12.6,7.9,0,2,25.0,81.4,1,26,14.3,1,1,85.9,5,74,44.8,75,1,5,8,1,61,27,1.0,12.2,0,0,11.3,100.0,97.3,17.0,17.0,0,1,25.0,43.4,0,20,25.0,1,1,158.3,4,71,43.0,73,0,3,4,2,62,29,0.9,15.5
Jacob Wallace,204064,CB,IOWA,1,9,0,192,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,64.1,0,,,0,0,0.0,0,8,88.9,8,0,0,0,0,0,0,0.0,
Hunter Sowell,204080,CB,IOWA STATE,1,4,0,193,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,34.0,0.0,100.0,,3.0,0,1,100.0,62.5,0,,,0,0,39.6,0,3,75.0,3,0,0,1,0,0,0,0.0,
Brent Gordon Jr.,204113,CB,LA LAFAYET,12,409,0,207,0,13.4,44.0,100.0,9.0,4.0,0,6,24.0,75.2,1,35,27.3,3,6,57.3,11,105,25.7,105,3,8,25,1,131,33,1.3,11.9,0,1,13.2,65.3,98.6,8.6,5.6,0,6,12.2,74.5,0,52,5.7,2,5,100.1,32,286,69.9,290,9,32,49,2,353,78,1.3,11.0
Steven Ranel II,204126,S,LA LAFAYET,1,24,0,207,0,6.0,0.0,90.0,,9.0,0,0,0.0,65.5,0,,0.0,0,0,39.6,0,9,37.5,10,0,1,1,0,0,0,0.0,,0,1,,,100.0,,,0,0,,60.0,0,,33.3,1,0,0.0,0,14,58.3,14,1,1,0,0,0,0,0.0,
Kainoa Winston,204138,LB,MICHIGAN,1,2,0,222,0,17.0,100.0,66.7,2.0,2.0,0,0,0.0,45.3,0,18,0.0,0,0,118.8,1,2,100.0,3,0,1,1,0,18,1,9.0,18.0,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Benny Patterson,204139,ED,MICHIGAN,2,1,0,222,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Jayden Sanders,204141,CB,MICHIGAN,12,183,0,222,0,6.0,100.0,100.0,38.0,38.0,0,0,0.0,66.8,0,22,33.3,1,0,118.8,1,40,21.9,40,0,2,1,0,22,16,0.6,22.0,0,3,7.4,68.8,100.0,8.9,6.1,0,0,0.0,73.5,0,10,5.6,1,0,80.5,11,102,55.7,102,3,14,16,0,81,25,0.8,7.4
Elijah Dotson,204144,CB,MICHIGAN,8,70,0,222,1,18.5,25.0,100.0,20.0,5.0,0,0,0.0,49.8,1,21,0.0,0,0,9.4,1,21,30.0,21,0,0,4,0,21,3,1.1,21.0,0,1,2.0,100.0,97.0,30.0,30.0,0,0,0.0,64.4,0,6,0.0,0,0,91.7,1,32,45.7,33,1,3,1,0,6,4,0.2,6.0
Nate Marshall,204145,ED,MICHIGAN,10,7,0,222,0,,,33.3,,,0,0,,61.0,0,,,0,0,0.0,0,3,42.9,9,0,0,0,0,0,0,0.0,,0,1,4.0,100.0,12.1,3.0,3.0,0,0,0.0,44.4,0,14,0.0,0,0,118.8,1,4,57.1,33,0,0,1,0,14,10,4.7,14.0
Zack Harden,204159,S,MINNESOTA,2,7,0,225,0,,,100.0,,,0,0,,60.5,0,,,0,0,0.0,0,3,42.9,3,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,100.0,4.0,4.0,0,0,0.0,52.9,0,9,0.0,0,0,104.2,1,4,57.1,4,0,1,1,0,9,3,2.3,9.0
LaCorian Hodge,204175,LB,NC STATE,4,15,0,248,0,,,77.8,,,0,0,,64.8,0,,0.0,0,0,0.0,0,7,46.7,9,0,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.9,0,,,0,0,0.0,0,7,46.7,7,0,0,0,0,0,0,0.0,
Ke'Von Carter,204176,ED,NC STATE,6,5,0,248,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,,0,0,0.5,100.0,15.4,2.0,2.0,0,0,0.0,32.9,0,15,0.0,0,0,137.5,2,4,80.0,26,0,1,2,1,15,14,3.8,7.5
Draden Fullbright,204185,CB,OKLA STATE,1,1,0,262,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,8.0,100.0,100.0,1.0,1.0,0,0,0.0,53.0,0,8,0.0,0,0,100.0,1,1,100.0,1,0,1,1,0,8,0,8.0,8.0
Justin Watts,204218,CB,DOMINION,6,53,0,263,0,-3.0,100.0,100.0,7.0,7.0,0,0,0.0,50.0,0,3,100.0,1,0,79.2,1,9,17.0,9,0,0,1,0,3,6,0.4,3.0,0,0,22.7,33.3,100.0,36.0,12.0,0,0,0.0,59.2,0,23,,0,0,101.4,1,36,67.9,36,0,0,3,1,23,3,0.6,23.0
Trey Caver,204227,S,DOMINION,4,17,0,263,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.9,1,0,0,0,0,0,0,0.0,,0,1,9.0,100.0,100.0,6.5,6.5,0,0,0.0,44.0,0,11,0.0,0,0,110.4,2,13,76.5,13,0,1,2,0,21,3,1.6,10.5
Zach Hobson,204229,CB,DOMINION,2,3,0,263,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.1,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,
Blake Thompson,204251,CB,OREGON ST,2,4,0,265,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,
Sean Craig,204253,S,OREGON ST,1,2,0,265,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
David Madison,204255,CB,OREGON ST,1,2,0,265,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Cole Woodson,204266,S,PITTSBURGH,1,3,0,268,0,4.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,3,,0,0,118.8,1,1,33.3,1,0,0,1,1,3,0,3.0,3.0,0,1,29.0,100.0,100.0,2.0,2.0,0,0,0.0,33.9,0,45,0.0,0,0,118.8,1,2,66.7,2,0,1,1,0,45,16,22.5,45.0
Ty Thames,204274,ED,RICE,4,4,0,275,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,1,,,50.0,,,0,0,,65.3,0,,0.0,0,0,0.0,0,3,75.0,6,0,1,0,0,0,0,0.0,
CJ Witten,204275,LB,RICE,1,3,0,275,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,,,100.0,,,0,0,,62.7,0,,0.0,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Braden Bays,204276,DI,RICE,3,1,0,275,0,,,6.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,16,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.1,0,,0.0,0,0,0.0,0,0,0.0,20,1,2,0,0,0,0,,
DeReyon Jenkins,204277,ED,RICE,1,2,0,275,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,47.5,0,,,0,0,0.0,0,2,100.0,4,0,0,0,0,0,0,0.0,
Ahran Ogbor,204282,S,RICE,3,19,0,275,0,,,100.0,,,0,0,,61.0,0,,,0,0,0.0,0,2,10.5,2,0,0,0,0,0,0,0.0,,0,0,18.8,25.0,100.0,16.0,4.0,1,1,25.0,77.4,0,10,,0,1,39.6,1,17,89.5,17,0,0,4,0,10,13,0.6,10.0
Javon Lawrence,204304,CB,SYRACUSE,1,2,0,304,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.5,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Ziyyon Bredell,204312,S,SYRACUSE,1,6,0,304,0,,,100.0,,,0,0,,61.3,0,,,0,0,0.0,0,2,33.3,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.7,0,,,0,0,0.0,0,4,66.7,4,0,0,0,0,0,0,0.0,
Jamarcus Pierre,204320,S,TEMPLE,2,9,0,306,0,-4.0,100.0,100.0,4.0,4.0,0,0,0.0,65.3,0,9,0.0,0,0,104.2,1,5,55.6,5,0,1,1,0,9,13,2.3,9.0,0,0,,,100.0,,,0,0,,60.9,0,,,0,0,0.0,0,2,22.2,2,0,0,0,0,0,0,0.0,
Donnell Johnson,204391,LB,UCF,1,1,0,323,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,65.3,0,,0.0,0,0,0.0,0,1,100.0,1,1,1,0,0,0,0,0.0,
Logan Christensen,204394,S,UNLV,4,27,0,325,0,,,60.0,,,0,0,,61.0,0,,,0,0,0.0,0,3,11.1,5,0,0,0,0,0,0,0.0,,0,0,,,91.3,,,0,0,,52.9,0,,50.0,1,0,0.0,0,21,77.8,23,1,1,0,0,0,0,0.0,
Brock Fonoimoana,204412,S,UTAH,3,20,0,328,1,25.0,0.0,84.6,,10.0,0,0,0.0,52.7,0,,0.0,0,0,39.6,0,11,55.0,13,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,62.9,0,,,0,0,0.0,0,6,30.0,6,0,0,0,0,0,0,0.0,
Manny Fuller,204425,CB,UTAH,1,3,0,328,0,,,100.0,,,0,0,,62.2,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Tristan Escobar,204432,S,UTSA,1,3,0,331,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-2.0,100.0,100.0,2.0,2.0,0,0,0.0,51.1,0,15,,0,0,118.8,1,2,66.7,2,0,0,1,0,15,17,7.5,15.0
Mark Rayson III,204435,ED,UTSA,2,6,0,331,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,7.0,50.0,50.0,4.0,2.0,0,0,0.0,67.1,0,7,100.0,1,0,58.3,1,4,66.7,8,0,0,2,0,7,10,1.8,7.0
Ahamad Chapman,204437,CB,UTSA,5,146,0,331,0,6.3,66.7,100.0,7.5,5.0,0,0,0.0,67.2,0,15,0.0,0,0,123.6,2,23,15.8,23,1,1,3,1,19,7,1.3,9.5,0,0,12.8,69.2,100.0,9.4,6.5,0,3,23.1,59.5,1,30,28.6,2,1,61.4,9,94,64.4,94,0,5,13,0,105,55,1.2,11.7
Koredell Bartley,204452,CB,WAKE,3,22,0,339,0,,,100.0,,,0,0,,63.7,0,,,0,0,0.0,0,4,18.2,4,0,0,0,0,0,0,0.0,,0,0,4.0,100.0,100.0,13.0,13.0,0,0,0.0,67.0,0,4,0.0,0,0,83.3,1,13,59.1,13,1,1,1,0,4,0,0.3,4.0
Jerron Blackwell,204453,CB,WAKE,1,6,0,339,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,4.0,100.0,80.0,2.0,2.0,0,0,0.0,53.3,0,12,0.0,0,0,106.3,2,4,66.7,5,0,2,2,0,19,11,4.8,9.5
Kaleb Burns,204471,LB,BAYLOR,8,52,0,118,0,-4.0,100.0,52.2,11.0,11.0,0,0,0.0,71.5,0,11,0.0,0,0,112.5,1,12,23.1,23,1,1,1,0,11,15,1.0,11.0,0,0,4.4,88.9,87.8,4.3,3.8,0,0,0.0,39.9,1,17,16.7,1,0,63.7,8,36,69.2,41,1,5,9,0,79,46,2.3,9.9
Myles Johnson,204480,LB,FLORIDA,1,7,0,163,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,72.5,0,,0.0,0,0,0.0,0,6,85.7,6,1,1,0,0,0,0,0.0,
J'Vari Flowers,204493,CB,FLORIDA,7,143,0,163,0,36.0,50.0,100.0,16.0,8.0,0,1,50.0,65.1,0,46,,0,1,95.8,1,17,11.9,17,0,0,2,0,46,0,2.9,46.0,0,0,13.8,58.3,100.0,13.3,7.8,0,2,16.7,55.0,0,44,20.0,2,2,89.6,7,97,67.8,97,1,8,12,0,112,22,1.2,16.0
Bryce Fitzgerald,204504,S,MIAMI FL,16,304,0,220,0,12.0,25.0,95.4,39.0,9.8,0,2,25.0,60.5,2,16,0.0,0,2,0.0,2,83,27.3,87,0,3,8,0,23,-1,0.3,11.5,0,0,14.9,66.7,94.9,30.5,20.3,1,0,0.0,78.5,2,39,22.2,2,0,52.3,6,187,61.5,197,3,7,9,0,74,11,0.4,12.3
Tevita Tuha,204543,ED,UTAH ST,8,9,0,329,0,,,17.4,,,0,0,,62.5,0,,50.0,1,0,0.0,0,4,44.4,23,0,1,0,0,0,0,0.0,,0,0,10.0,100.0,9.4,5.0,5.0,0,0,0.0,43.7,0,10,50.0,1,0,108.3,1,5,55.6,53,0,1,1,0,10,0,2.0,10.0
Chuck McDonald III,204603,CB,ALABAMA,1,3,0,103,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.3,0,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Joe Drew,204633,S,ARK STATE,7,190,0,113,1,18.0,33.3,95.8,23.0,7.7,0,0,0.0,63.3,0,16,0.0,0,0,91.7,1,23,12.1,24,0,0,3,1,16,1,0.7,16.0,0,2,7.8,70.0,95.9,9.8,6.9,1,2,10.0,66.3,0,39,7.7,1,2,125.4,14,141,74.2,147,5,10,20,3,122,73,0.9,8.7
Malekhi Weedon,204643,S,ARK STATE,7,44,0,113,0,13.0,0.0,100.0,,3.0,0,1,100.0,76.1,0,,,0,1,39.6,0,3,6.8,3,0,0,1,0,0,0,0.0,,0,1,19.0,50.0,100.0,25.0,12.5,0,1,50.0,36.0,0,14,0.0,0,0,72.9,1,25,56.8,25,0,1,2,0,14,15,0.6,14.0
Tony Carter,204652,ED,ARK STATE,12,2,0,113,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,4,0,0,0,0,0,0,0.0,,0,1,-5.0,100.0,2.4,1.0,1.0,0,0,0.0,57.4,0,11,50.0,1,0,112.5,1,1,50.0,42,0,0,1,0,11,16,11.0,11.0
Jaylen Jones,204662,CB,ARMY,2,17,0,114,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,2,11.8,2,0,0,0,0,0,0,0.0,,0,0,22.3,33.3,100.0,11.0,3.7,0,0,0.0,49.9,0,10,,0,0,43.8,1,11,64.7,11,0,0,3,0,10,0,0.9,10.0
Zane Tallman,204699,CB,ARMY,2,10,0,114,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,6.0,100.0,77.8,7.0,7.0,0,0,0.0,65.6,0,7,0.0,0,0,95.8,1,7,70.0,9,0,1,1,0,7,1,1.0,7.0
Bryson Banks,204714,LB,ARMY,2,9,0,114,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,85.7,,,0,0,,62.4,0,,,0,0,0.0,0,6,66.7,7,0,0,0,0,0,0,0.0,
Mikeah Webster,204727,LB,BALL ST,1,1,0,117,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-3.0,100.0,100.0,1.0,1.0,0,0,0.0,60.0,0,5,,0,0,87.5,1,1,100.0,1,0,0,1,0,5,8,5.0,5.0
Daniel Viramontes,204753,DI,C MICHIGAN,1,1,0,134,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Jacob Robinson,204776,S,COAST CAR,9,34,0,141,0,,,100.0,,,0,0,,62.6,0,,,0,0,0.0,0,5,14.7,5,0,0,0,0,0,0,0.0,,0,0,10.0,33.3,100.0,18.0,6.0,0,1,33.3,69.6,0,13,50.0,1,1,47.9,1,19,55.9,19,1,1,3,0,13,5,0.7,13.0
Jeremy Naborne-Owens,204790,ED,COLO STATE,12,34,0,144,0,0.5,100.0,11.1,2.5,2.5,0,0,0.0,34.3,0,25,0.0,0,0,118.8,2,6,17.6,54,0,3,2,0,47,46,9.4,23.5,0,0,,,30.0,,,0,0,,62.6,0,,,0,0,0.0,0,6,17.6,20,0,0,0,0,0,0,0.0,
Elijah Brown,204793,CB,COLO STATE,4,7,0,144,0,13.0,0.0,100.0,,1.0,0,0,0.0,51.9,0,,,0,0,39.6,0,2,28.6,2,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.6,0,,,0,0,0.0,0,2,28.6,2,0,0,0,0,0,0,0.0,
D'Angelo Hagans Jr.,204804,S,COLO STATE,7,62,0,144,0,6.6,60.0,100.0,8.7,5.2,0,1,20.0,59.0,0,16,20.0,1,1,80.4,3,30,48.4,30,1,4,5,0,34,15,1.3,11.3,0,1,10.0,0.0,100.0,,12.0,0,0,0.0,52.3,0,,0.0,0,0,39.6,0,13,21.0,13,0,1,1,0,0,0,0.0,
Nasir Eatmon,204835,CB,DELAWARE,4,7,0,151,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,1,,,100.0,,,0,0,,72.0,1,,0.0,0,0,0.0,0,4,57.1,4,0,0,0,0,0,0,0.0,
Noah Jefferson,204837,S,DELAWARE,3,12,0,151,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,32.0,0.0,100.0,,4.0,0,1,50.0,46.7,0,,,0,0,39.6,0,9,75.0,9,0,0,2,0,0,0,0.0,
Jamarion Kolagbodi,204840,CB,DELAWARE,13,242,0,151,0,17.1,66.7,100.0,7.8,5.2,0,1,11.1,43.9,0,40,0.0,0,1,146.8,6,53,21.9,53,0,4,9,1,136,25,2.9,22.7,0,1,11.3,57.9,99.3,12.5,7.2,0,1,5.3,80.2,1,22,6.3,1,1,42.9,11,140,57.9,141,6,14,19,0,66,37,0.5,6.0
Jalen Ross,204842,CB,DELAWARE,2,8,0,151,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.6,0,,,0,0,0.0,0,5,62.5,5,0,0,0,0,0,0,0.0,
Evan Powell,204848,ED,E CAROLINA,2,1,0,156,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,7,0,0,0,0,0,0,0.0,
Ronn Hardin,204850,ED,E MICHIGAN,8,1,0,160,0,,,3.2,,,0,0,,61.3,0,,0.0,0,0,0.0,0,1,100.0,31,0,2,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,
JJ Hanne,204860,ED,GEORGIA,13,1,0,173,0,,,5.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,19,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,50,0,0,0,0,0,0,,
Rasean Dinkins,204861,CB,GEORGIA,7,94,0,173,0,15.0,100.0,90.9,19.0,19.0,0,0,0.0,62.0,0,18,,0,0,118.8,1,20,21.3,22,0,0,1,0,18,3,0.9,18.0,0,1,5.3,100.0,92.6,4.1,4.1,0,0,0.0,61.1,0,44,18.2,2,0,103.3,15,63,67.0,68,4,8,15,0,132,53,2.1,8.8
Daniel Okonkwo,204866,S,GEORGIA,1,3,0,173,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,85.6,1,,,0,0,0.0,0,3,100.0,3,0,0,0,0,0,0,0.0,
Coby Owens,204872,LB,GA STATE,8,114,0,175,0,4.0,100.0,70.7,25.0,25.0,0,0,0.0,62.3,0,5,0.0,0,0,87.5,1,29,25.4,41,0,1,1,0,5,1,0.2,5.0,0,2,4.8,90.0,82.2,6.1,5.5,0,0,0.0,37.4,0,48,20.0,1,0,118.8,9,60,52.6,73,0,2,10,0,190,155,3.5,21.1
Kedrick Walker,204878,LB,GA STATE,11,185,0,175,0,6.2,100.0,71.0,8.8,8.8,0,0,0.0,43.0,0,48,0.0,0,0,158.3,5,49,26.5,69,3,2,5,2,156,125,3.5,31.2,0,0,6.7,81.8,91.1,11.9,9.7,0,0,0.0,49.6,0,40,25.0,2,0,142.4,9,113,61.1,124,3,6,11,1,120,73,1.1,13.3
Jabriel Rhodes-Nelson,204880,ED,GA STATE,12,9,0,175,1,,,0.0,,,0,0,,54.7,0,,0.0,0,0,0.0,0,0,0.0,61,0,0,0,0,0,0,,,0,1,17.0,100.0,6.1,7.0,7.0,0,0,0.0,66.0,0,20,25.0,1,0,118.8,1,7,77.8,115,3,2,1,0,20,3,2.9,20.0
Kyle Veasley,204881,CB,GA STATE,1,3,0,175,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,0,5.0,0.0,100.0,,2.0,0,0,0.0,61.4,0,,,0,0,39.6,0,2,66.7,2,0,0,1,0,0,0,0.0,
Deuce Fillmore,204882,CB,GA STATE,11,263,0,175,0,9.4,58.3,98.9,11.6,6.8,0,1,8.3,71.2,0,18,0.0,0,1,103.1,7,94,35.7,95,2,7,12,1,71,27,0.9,10.1,0,0,8.1,57.1,92.0,10.0,5.7,0,2,9.5,65.5,0,26,9.1,1,2,75.3,12,126,47.9,137,4,10,21,0,129,85,1.1,10.8
Demonte Gaston,204883,S,GA STATE,7,35,0,175,1,10.0,100.0,100.0,4.0,4.0,0,0,0.0,28.7,0,20,0.0,0,0,158.3,2,8,22.9,8,0,0,2,1,30,14,3.8,15.0,0,0,5.8,100.0,100.0,5.8,5.8,0,0,0.0,60.1,0,26,0.0,0,0,115.6,4,23,65.7,23,2,5,4,0,47,24,2.0,11.8
Ty Snead,204885,S,GA STATE,1,2,0,175,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Kelan Butler,204886,ED,GA STATE,12,40,0,175,1,,,7.0,,,0,0,,73.6,0,,33.3,1,0,0.0,0,3,7.5,43,0,1,0,0,0,0,0.0,,0,0,1.0,100.0,26.2,8.3,8.3,0,0,0.0,60.4,0,12,37.5,3,0,90.3,3,27,67.5,103,2,5,3,0,17,14,0.7,5.7
