player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Reid Williford,157970,LB,CHARLOTTE,12,0,0,136,67.4,3,4,44,17.9,11.4,5,1,17.0,4,252,45,11,0,71.2,0,1,16,29.8,12.5,2,21.9,3,57,17,4
Aveon Grose,157977,S,MICH STATE,4,0,1,223,66.4,0,0,2,3.1,0.0,0,1,50.0,1,96,3,1,0,,0,0,0,0.0,,0,,0,48,0,0
AJ Odom,157991,LB,BOWL GREEN,7,1,0,122,67.7,0,0,6,22.2,0.0,0,1,0.0,0,27,6,0,0,,0,0,0,0.0,,0,,0,3,0,0
Joshua White,157994,DI,MEMPHIS,1,0,0,218,59.5,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
Logan Neu,158009,ED,MIAMI OH,2,0,0,221,55.9,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,56.3,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Adam Trick,158021,ED,MIAMI OH,13,3,0,221,91.1,20,39,379,99.0,17.9,68,2,9.9,8,397,393,67,1,86.1,8,20,157,98.8,21.7,34,12.1,5,168,166,33
Grant Lyons,158024,ED,MIAMI OH,14,1,0,221,76.5,3,7,123,99.2,11.4,14,0,5.7,2,130,129,12,0,85.7,2,6,58,98.4,22.4,13,10.3,2,63,62,10
Josh Lukusa,158025,ED,MIAMI OH,12,1,0,221,61.1,2,13,146,100.0,6.8,10,0,5.1,0,150,150,15,0,66.2,1,5,48,100.0,14.6,7,6.3,0,50,50,6
Eli Coppess,158027,S,MIAMI OH,10,0,0,221,64.6,1,1,4,3.9,25.0,1,0,25.0,0,102,4,2,0,56.8,1,0,2,2.8,0.0,0,25.0,0,71,2,1
Roy Williams,158037,ED,N ILLINOIS,10,0,0,254,61.7,0,20,254,99.3,7.9,20,2,4.7,2,269,267,22,0,59.8,0,13,96,100.0,10.4,10,6.8,0,101,101,13
Jake Gassaway,158049,LB,N ILLINOIS,5,0,0,254,58.3,0,1,3,13.0,0.0,0,0,16.7,0,23,3,1,0,59.5,0,0,1,16.7,0.0,0,0.0,0,6,1,0
Andre Cobb,158056,CB,FRESNO ST,13,0,0,169,56.5,0,0,4,4.2,0.0,0,0,0.0,0,96,4,0,0,58.9,0,0,1,2.9,0.0,0,0.0,0,34,1,0
Jacob Finley,158063,CB,N ILLINOIS,11,0,2,254,67.3,2,2,7,2.1,28.6,2,8,28.6,0,331,7,4,0,,1,0,0,0.0,,0,,0,110,0,1
Reggie Jean,158065,DI,N ILLINOIS,12,0,0,254,64.8,0,3,77,100.0,5.2,4,0,3.2,1,83,83,4,0,63.2,0,0,22,100.0,4.5,1,0.0,0,26,26,0
Kip Lewis,158071,LB,OKLAHOMA,13,2,0,261,73.3,4,11,100,33.4,8.0,8,1,13.5,6,329,110,21,1,74.9,2,6,38,40.2,13.2,5,15.8,2,112,45,10
Robert Spears-Jennings,158074,S,OKLAHOMA,13,0,0,261,56.3,0,0,12,3.9,0.0,0,0,0.0,0,362,14,0,0,61.5,0,0,3,3.1,0.0,0,0.0,0,131,4,0
Alton Tarber IV,158075,DI,COLO STATE,12,0,0,144,53.8,0,2,98,100.0,2.0,2,1,1.0,0,108,108,2,0,52.2,0,2,36,100.0,0.0,0,2.8,0,38,38,2
R Mason Thomas,158080,ED,OKLAHOMA,10,1,1,261,90.4,3,19,177,84.9,20.3,36,5,9.6,6,225,191,28,0,86.5,1,13,57,84.4,35.1,20,17.5,3,77,65,17
Gentry Williams,158084,CB,OKLAHOMA,6,0,0,261,58.3,0,0,1,1.0,0.0,0,1,0.0,0,100,1,0,0,58.3,0,0,1,3.4,0.0,0,0.0,0,29,1,0
Kobie McKinzie,158089,LB,OKLAHOMA,12,0,0,261,55.2,1,10,52,30.9,9.6,5,0,12.5,1,188,58,12,0,58.3,0,4,16,36.0,18.8,3,12.5,0,50,18,4
Fatutoa Henry,158091,ED,ALABAMA,2,0,0,103,58.3,0,1,11,100.0,9.1,1,0,4.5,0,12,12,1,0,60.7,0,1,7,100.0,14.3,1,7.1,0,7,7,1
Owen Heinecke,158098,LB,OKLAHOMA,13,3,0,261,73.2,3,8,75,27.4,12.0,9,1,12.7,4,292,80,15,1,66.4,1,5,32,30.6,12.5,4,15.6,2,108,33,8
Peyton Williams,158101,S,S CAROLINA,12,0,0,289,59.2,0,1,1,0.3,0.0,0,1,50.0,0,319,1,1,0,,0,0,0,0.0,,0,,0,136,0,0
Felix Hixon,158107,DI,MIDDLE TN,12,0,0,224,55.1,0,1,69,100.0,0.0,0,0,0.7,0,71,71,1,0,53.9,0,1,21,100.0,0.0,0,2.4,0,21,21,1
Bryan Thomas Jr.,158108,ED,S CAROLINA,12,0,0,289,72.4,11,20,317,98.8,10.1,32,3,7.1,7,342,338,38,0,66.1,3,11,128,100.0,11.7,15,9.4,5,137,137,19
Donovan Westmoreland,158115,ED,KENNESAW,14,1,0,200,63.3,4,7,191,79.9,7.9,15,1,6.5,7,259,207,18,0,65.7,3,3,90,92.4,8.9,8,8.9,5,105,97,11
DQ Smith,158116,S,S CAROLINA,11,0,0,289,53.4,0,1,8,2.2,0.0,0,0,6.3,0,410,9,1,0,56.2,0,1,3,1.9,0.0,0,16.7,0,160,3,1
Jamaal Whyce Jr.,158124,DI,MARSHALL,11,0,0,214,60.1,0,4,196,99.1,6.1,12,3,3.1,4,212,210,8,0,60.8,0,3,33,100.0,12.1,4,4.5,0,40,40,3
Kajuan Banks,158125,CB,USF,4,0,0,327,69.4,1,0,3,4.9,0.0,0,1,16.7,0,61,3,1,0,,0,0,0,0.0,,0,,0,26,0,0
Emory Floyd,158127,CB,APP STATE,13,0,1,108,59.8,0,0,1,0.2,0.0,0,8,0.0,0,487,1,0,0,,0,0,0,0.0,,0,,0,156,0,0
Fisher Camac,158132,ED,VIRGINIA,14,4,0,335,69.6,4,9,196,98.0,9.2,18,0,5.9,5,204,200,18,1,73.4,1,6,70,98.6,18.6,13,9.3,3,72,71,10
Tatuo Martinson,158140,DI,S DIEGO ST,4,0,0,284,55.5,0,0,19,100.0,0.0,0,0,0.0,0,19,19,0,0,55.3,0,0,10,100.0,0.0,0,0.0,0,10,10,0
SaVeon Brown,158149,CB,BUFFALO,12,1,1,126,63.1,3,9,44,12.5,6.8,3,3,13.6,0,361,45,12,0,57.6,0,3,15,10.7,13.3,2,10.0,0,149,16,3
August Johanningsmeier,158150,DI,W MICHIGAN,1,0,0,347,54.6,0,0,21,100.0,0.0,0,0,0.0,0,23,23,0,0,56.2,0,0,6,100.0,0.0,0,0.0,0,7,7,0
Dillon Moore,158152,LB,W MICHIGAN,14,0,0,347,60.8,1,1,19,19.0,15.8,3,1,5.3,0,100,19,2,0,77.3,1,0,7,19.4,42.9,3,7.1,0,36,7,1
Malachi Finau,158173,DI,S DIEGO ST,13,1,0,284,59.8,1,4,180,100.0,5.6,10,1,1.4,0,187,187,5,0,60.4,1,3,66,100.0,10.6,7,3.0,0,70,70,4
Peter Manuma,158178,S,HAWAII,13,0,0,180,59.7,1,4,7,1.7,0.0,0,0,35.7,0,471,8,5,0,60.9,1,1,5,3.7,0.0,0,20.0,0,162,6,2
Jalen Smith,158187,LB,HAWAII,13,1,0,180,66.3,2,5,54,13.8,13.0,7,2,8.3,1,427,59,8,0,66.3,0,2,20,15.5,25.0,5,5.0,0,148,23,2
Matagi Thompson,158191,S,HAWAII,12,0,0,180,66.6,1,0,8,7.2,12.5,1,0,6.3,0,111,8,1,0,66.6,1,0,8,30.8,12.5,1,6.3,0,26,8,1
Jared Badie,158196,DI,S DIEGO ST,12,0,0,284,59.5,2,10,100,96.3,5.0,5,1,7.0,1,109,105,13,0,60.8,0,10,63,97.0,7.9,5,9.5,1,67,65,11
Matthew Bailey,158197,S,ILLINOIS,12,0,0,187,78.4,1,0,12,2.9,16.7,2,0,12.5,1,417,12,2,0,65.4,0,0,2,1.5,50.0,1,0.0,0,134,2,0
Malachi Hood,158208,LB,ILLINOIS,13,0,0,187,58.0,0,1,27,12.0,7.4,2,1,5.6,1,234,28,2,0,57.0,0,1,12,16.7,8.3,1,12.5,1,72,12,2
Gabe Jacas,158210,ED,ILLINOIS,12,0,0,187,88.5,7,22,282,89.3,14.9,42,2,9.4,12,327,292,41,0,86.3,6,13,87,90.0,24.1,21,13.2,2,100,90,21
James Kreutz,158211,LB,ILLINOIS,12,1,0,187,57.8,0,1,12,8.7,0.0,0,0,4.2,0,138,12,1,0,52.9,0,0,7,14.3,0.0,0,0.0,0,49,7,0
Elijah Mc-Cantos,158216,S,APP STATE,12,0,0,108,55.2,0,0,6,1.4,0.0,0,5,0.0,0,420,6,0,0,57.7,0,0,2,1.6,0.0,0,0.0,0,129,2,0
Tyson Rooks,158225,CB,ILLINOIS,7,0,0,187,60.0,0,0,1,2.3,100.0,1,1,0.0,0,44,1,0,0,60.0,0,0,1,4.8,100.0,1,0.0,0,21,1,0
Xavier Scott,158226,CB,ILLINOIS,3,0,0,187,61.5,0,0,1,1.0,0.0,0,0,100.0,1,100,1,1,0,61.5,0,0,1,3.1,0.0,0,100.0,1,32,1,1
Stone Combs,158235,LB,NEVADA,12,0,0,239,53.0,2,5,32,12.5,6.3,2,1,10.9,0,273,34,7,0,41.8,1,3,7,10.8,0.0,0,28.6,0,74,8,4
Jonathan Maldonado,158241,ED,NEVADA,12,5,2,239,85.8,3,29,250,75.4,16.4,41,5,9.2,7,353,266,39,1,90.0,1,21,98,94.7,27.6,27,16.3,5,114,108,27
KK Meier,158243,CB,UTSA,10,0,0,331,44.2,0,0,1,0.9,0.0,0,2,0.0,0,234,2,0,0,44.2,0,0,1,4.1,0.0,0,0.0,0,49,2,0
Chris Smalley,158248,ED,NEVADA,3,0,0,239,58.1,0,0,1,50.0,0.0,0,0,0.0,0,4,2,0,0,58.8,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Drenon Fite III,158266,ED,LA LAFAYET,13,0,0,207,59.7,0,5,64,91.4,6.3,4,0,5.5,1,70,64,6,0,59.1,0,2,19,95.0,10.5,2,5.3,0,20,19,2
Dylan Frazier,158267,DI,SM HOUSTON,11,2,0,281,60.8,3,13,239,100.0,5.4,13,3,4.2,2,253,253,18,0,55.5,0,2,40,100.0,5.0,2,2.5,0,41,41,2
Ahmaad Moses,158276,S,SMU,13,1,0,287,68.7,0,4,23,4.1,8.7,2,2,13.0,1,580,24,5,0,66.6,0,1,3,1.8,0.0,0,50.0,1,223,4,2
Isaiah Smith,158282,ED,SMU,13,1,1,287,76.3,14,24,415,88.9,11.8,49,5,7.0,10,497,442,48,0,74.9,5,18,175,95.9,16.6,29,11.7,9,193,185,32
Mike Sandjo,158288,DI,WASH STATE,4,0,0,341,64.5,2,2,55,100.0,9.1,5,0,3.6,0,57,57,4,0,70.2,2,2,29,100.0,17.2,5,6.9,0,30,30,4
Kadin Bailey,158291,LB,E MICHIGAN,1,0,0,160,60.0,0,0,1,11.1,0.0,0,0,0.0,0,9,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Denis Jaquez Jr.,158300,ED,SYRACUSE,11,0,0,304,59.9,1,10,200,100.0,8.0,16,0,3.3,1,209,209,12,0,62.2,0,4,56,100.0,10.7,6,3.6,0,58,58,4
Kevin Jobity Jr.,158301,DI,SYRACUSE,12,2,0,304,68.6,1,18,240,100.0,8.3,20,0,6.0,5,255,255,24,0,65.5,1,8,82,100.0,12.2,10,9.1,3,86,86,12
Mekhi Mason,158303,LB,LA TECH,12,2,0,208,58.6,4,15,122,33.3,5.7,7,5,10.2,3,400,133,22,0,53.4,0,3,50,54.6,6.0,3,3.0,0,97,53,3
Cornell Perry,158305,S,SYRACUSE,12,0,0,304,55.4,0,2,8,3.9,0.0,0,0,12.5,0,233,9,2,0,56.3,0,1,2,4.1,0.0,0,25.0,0,73,3,1
Jeremiah Earby,158316,CB,BOISE ST,14,0,0,120,61.5,0,0,6,1.4,16.7,1,3,16.7,1,416,6,1,0,,0,0,0,0.0,,0,,0,129,0,0
Cam Sidney,158329,S,CAL,11,0,0,130,59.7,0,2,18,6.5,5.6,1,1,11.1,1,291,19,3,0,54.9,0,0,3,3.6,0.0,0,0.0,0,111,4,0
Curlee Thomas IV,158332,DI,CAL,9,0,0,130,56.8,0,0,40,100.0,7.5,3,0,0.0,0,48,48,0,0,58.6,0,0,19,100.0,10.5,2,0.0,0,23,23,0
Moso'oipala Tuitele,158333,ED,COLO STATE,12,0,0,144,52.9,1,2,132,94.8,3.8,5,1,1.9,1,154,146,4,0,61.9,0,0,38,91.5,7.9,3,2.6,1,47,43,1
Latrell Bullard,158340,DI,GA SOUTHRN,4,0,2,174,54.5,0,2,65,100.0,1.5,1,2,1.5,0,72,72,2,0,59.4,0,1,13,100.0,0.0,0,3.8,0,15,15,1
Da'Shawn Davis,158344,ED,GA SOUTHRN,5,2,0,174,67.2,0,3,34,100.0,11.8,4,0,4.4,0,35,35,3,0,62.1,0,2,21,100.0,14.3,3,4.8,0,22,22,2
Elhadj Fall,158346,ED,VA TECH,12,0,0,337,60.2,2,10,219,92.9,5.9,13,0,4.1,3,255,237,15,0,61.2,2,6,74,89.0,10.8,8,5.4,0,91,81,8
Jacob Hammonds,158349,LB,GA SOUTHRN,2,0,0,174,67.1,0,1,1,20.0,0.0,0,0,50.0,0,5,1,1,0,67.1,0,1,1,20.0,0.0,0,50.0,0,5,1,1
Tracy Hill Jr.,158350,CB,GA SOUTHRN,13,0,3,174,50.9,0,0,6,1.5,0.0,0,7,0.0,0,390,6,0,0,52.9,0,0,3,2.9,0.0,0,0.0,0,105,3,0
Zyere Horton,158351,LB,FAU,10,0,0,165,54.5,3,4,35,27.5,5.7,2,0,10.0,0,138,38,7,0,59.7,1,1,12,35.0,16.7,2,8.3,0,40,14,2
Marc Stampley II,158364,CB,HOUSTON,13,0,0,182,63.4,0,4,15,8.7,6.7,1,0,20.0,1,184,16,5,0,52.4,0,2,6,10.0,16.7,1,16.7,0,60,6,2
MJ Stroud,158366,ED,GA SOUTHRN,13,1,0,174,84.7,4,19,167,71.6,20.4,34,0,9.3,4,250,179,27,0,82.9,4,10,72,87.5,26.4,19,15.3,4,88,77,18
Ashton Whitner,158369,S,BALL ST,10,0,0,117,68.6,1,3,8,3.3,25.0,2,0,25.0,0,242,8,4,0,53.7,0,1,3,4.5,33.3,1,16.7,0,66,3,1
Chase Carter,158377,ED,MEMPHIS,1,0,0,218,46.3,0,1,2,100.0,0.0,0,0,25.0,0,2,2,1,0,46.4,0,1,1,100.0,0.0,0,50.0,0,1,1,1
Caleb Coley,158378,CB,E MICHIGAN,8,0,1,160,51.8,0,0,4,4.5,0.0,0,2,0.0,0,89,4,0,0,56.7,0,0,2,8.7,0.0,0,0.0,0,23,2,0
Malcolm Jones,158387,S,JVILLE ST,14,0,0,196,86.7,3,7,51,13.8,9.8,5,4,19.6,5,390,54,15,0,68.0,0,2,13,11.7,7.7,1,23.1,2,120,14,4
Jaden Mangham,158389,S,MICHIGAN,13,0,0,222,54.5,0,2,6,3.3,16.7,1,0,16.7,0,209,7,2,0,67.6,0,1,1,2.2,100.0,1,50.0,0,91,2,1
James Schott,158396,ED,MIAMI OH,14,1,0,221,62.7,1,13,167,98.9,7.2,12,0,6.6,4,179,177,18,1,68.8,1,11,93,100.0,11.8,11,9.7,3,97,97,15
Malik Spencer,158397,S,MICH STATE,12,0,0,223,60.3,1,4,17,5.1,5.9,1,2,20.6,1,374,19,6,0,59.1,1,3,9,8.3,11.1,1,22.2,0,133,11,4
Dillon Tatum,158399,CB,NWESTERN,9,0,0,256,53.2,0,0,6,9.4,0.0,0,0,0.0,0,64,6,0,0,55.0,0,0,4,13.8,0.0,0,0.0,0,29,4,0
Alex VanSumeren,158400,DI,MICH STATE,12,1,0,223,60.6,0,8,221,100.0,3.2,7,1,2.7,2,229,229,10,0,60.1,0,4,73,100.0,5.5,4,4.1,1,75,75,5
Ade Willie,158403,CB,MICH STATE,4,0,0,223,50.8,0,1,12,14.4,0.0,0,1,4.2,0,90,13,1,0,52.3,0,0,5,20.7,0.0,0,0.0,0,29,6,0
Zion Young,158404,ED,MISSOURI,13,2,2,229,82.7,17,31,303,98.5,17.2,52,6,10.6,8,331,326,56,1,78.7,11,14,117,98.5,25.6,30,13.2,3,134,132,28
Maxie Baudoin IV,158406,DI,LA LAFAYET,12,0,0,207,64.6,0,6,107,99.1,7.5,8,1,3.7,1,111,110,7,0,65.6,0,4,48,100.0,10.4,5,6.3,1,49,49,5
Kameron Hamilton,158415,ED,TULANE,14,3,0,319,69.3,4,21,258,97.6,10.9,28,1,6.0,3,287,280,28,0,72.9,2,11,96,99.1,16.7,16,9.9,3,110,109,16
Gerrod Henderson,158416,ED,TULANE,7,0,0,319,64.7,0,1,54,98.3,9.3,5,3,0.9,0,58,57,1,0,67.6,0,1,17,100.0,17.6,3,2.9,0,18,18,1
Parker Petersen,158423,DI,WISCONSIN,12,0,0,349,59.9,1,5,117,100.0,5.1,6,0,2.6,0,119,119,6,0,65.0,0,4,31,100.0,12.9,4,6.5,0,32,32,4
Rayshawn Pleasant,158424,CB,AUBURN,11,0,0,115,55.4,0,0,2,1.1,0.0,0,6,0.0,0,189,2,0,0,59.0,0,0,1,1.3,0.0,0,0.0,0,80,1,0
Kentrell Webb,158427,S,HOUSTON,13,0,0,182,58.9,0,0,2,0.4,0.0,0,0,0.0,0,454,2,0,0,59.5,0,0,1,0.7,0.0,0,0.0,0,153,1,0
Ja'Cari Henderson,158439,CB,UCF,5,0,0,323,59.3,0,0,1,3.3,0.0,0,0,0.0,0,30,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
Demari Henderson,158440,S,UCF,12,0,0,323,65.5,0,1,7,2.0,0.0,0,0,21.4,1,342,7,2,0,54.0,0,0,5,4.3,0.0,0,0.0,0,115,5,0
Jamaal Johnson,158444,ED,UCF,12,0,0,323,59.5,3,3,101,90.5,7.9,8,1,3.0,0,116,105,6,0,58.4,0,1,26,80.6,11.5,3,1.9,0,36,29,1
Nikai Martinez,158447,S,MICH STATE,4,0,0,223,63.7,0,0,1,1.0,100.0,1,1,0.0,0,104,1,0,0,,0,0,0,0.0,,0,,0,34,0,0
Garrison Madden,158461,LB,USC,1,0,0,326,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Garrett Pomerantz,158466,ED,USC,2,0,0,326,56.7,0,0,9,91.7,0.0,0,0,0.0,0,12,11,0,0,,0,0,0,0.0,,0,,0,1,0,0
Devan Thompkins,158470,DI,USC,12,1,0,326,65.9,1,15,257,96.5,6.2,16,1,5.4,6,284,274,22,0,69.2,1,7,74,97.5,12.2,9,10.8,4,81,79,12
Ka'eo Akana,158472,ED,HAWAII,10,0,0,180,62.9,2,5,72,88.8,9.7,7,1,4.9,0,89,79,7,0,64.3,1,5,31,97.1,16.1,5,9.7,0,35,34,6
Lander Barton,158473,LB,UTAH,13,0,0,328,61.1,0,17,102,32.3,10.8,11,1,10.3,2,331,107,19,0,58.6,0,3,29,24.4,13.8,4,8.6,1,131,32,4
Elijah Davis,158479,CB,UTAH,13,0,1,328,57.8,0,0,0,0.3,,0,4,,0,358,1,0,0,,0,0,0,0.0,,0,,0,152,0,0
Jaylon Glover,158484,HB,UNLV,1,0,0,325,60.0,0,0,1,100.0,0.0,0,1,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Tao Johnson,158490,S,UTAH,13,0,0,328,53.8,1,4,14,3.9,7.1,1,3,17.9,0,436,17,5,0,54.2,0,1,3,1.7,0.0,0,16.7,0,179,3,1
Chase Kennedy,158491,ED,ARIZONA,13,0,0,109,66.1,4,18,214,80.4,11.2,24,1,7.0,4,285,229,26,0,64.8,1,13,79,85.1,13.9,11,11.4,2,101,86,16
Justin Medlock,158497,LB,SMU,8,1,0,287,61.8,0,6,29,17.1,10.3,3,0,13.8,1,181,31,7,0,63.9,0,3,14,20.8,21.4,3,17.9,1,72,15,4
Peter Eyabi,158510,ED,WYOMING,11,0,0,351,67.7,2,9,69,93.6,14.5,10,1,8.0,0,78,73,11,0,82.2,1,4,20,90.9,30.0,6,12.5,0,22,20,5
Bryce Grays,158511,S,UTSA,11,0,1,331,58.3,0,3,16,18.4,0.0,0,2,15.6,1,103,19,4,0,66.6,0,1,6,20.7,0.0,0,25.0,1,29,6,2
Bryson Lamb,158514,DI,WASH STATE,12,2,0,341,62.5,3,7,217,99.6,5.5,12,1,2.8,1,229,228,11,1,64.1,2,5,93,99.0,9.7,9,4.8,1,100,99,8
Rashad McKenzie,158517,ED,ARIZONA ST,1,0,0,110,56.9,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0
Javan Robinson,158522,CB,ARIZONA ST,12,0,0,110,53.7,0,2,6,1.6,0.0,0,2,16.7,0,382,6,2,0,55.5,0,1,2,1.4,0.0,0,25.0,0,141,2,1
Kody Jones,158538,S,KENNESAW,12,0,0,200,86.4,6,5,17,7.3,5.9,1,7,38.2,1,261,19,12,0,82.5,3,1,1,1.4,100.0,1,200.0,0,74,1,4
Derrick Moore,158543,ED,MICHIGAN,12,3,1,222,92.4,9,21,217,90.7,19.8,43,5,12.0,11,258,234,41,0,93.9,5,16,89,92.4,36.0,32,24.2,11,105,97,32
Keon Sabb,158546,S,ALABAMA,15,1,0,103,69.0,1,4,29,7.4,3.4,1,0,15.5,2,475,35,7,0,63.1,1,3,11,8.2,9.1,1,18.2,0,170,14,4
Alfonzo Allen Jr.,158549,S,FLORIDA,5,0,0,163,58.8,0,0,2,1.7,0.0,0,0,0.0,0,119,2,0,0,59.5,0,0,1,2.4,0.0,0,0.0,0,42,1,0
Devyn Bobby,158551,S,BAYLOR,12,0,0,118,59.7,0,0,1,0.3,0.0,0,2,0.0,0,391,1,0,0,,0,0,0,0.0,,0,,0,110,0,0
Reggie Bush II,158552,CB,BAYLOR,10,0,1,118,52.0,0,0,4,2.5,0.0,0,2,0.0,0,158,4,0,0,58.2,0,0,1,2.3,0.0,0,0.0,0,44,1,0
Jeremy Evans,158556,LB,BAYLOR,8,0,0,118,54.4,0,1,4,15.4,0.0,0,0,12.5,0,26,4,1,0,59.2,0,0,1,20.0,0.0,0,0.0,0,5,1,0
Corey Gordon,158557,S,LOUISVILLE,11,1,0,210,72.1,0,2,11,5.0,18.2,2,2,9.1,0,219,11,2,0,65.9,0,1,3,4.0,33.3,1,16.7,0,75,3,1
Kyler Jordan,158561,ED,BAYLOR,12,1,0,118,61.6,0,5,71,93.9,7.0,5,0,4.9,1,82,77,6,0,59.1,0,2,20,100.0,5.0,1,5.0,0,26,26,2
Jackie Marshall,158563,ED,BAYLOR,12,0,0,118,60.2,1,8,223,93.1,5.4,12,3,2.9,2,248,231,11,0,64.8,1,5,55,96.7,10.9,6,7.3,1,61,59,7
Kaian Roberts-Day,158569,DI,UTSA,13,0,1,331,59.5,0,9,120,100.0,5.0,6,3,3.8,0,128,128,9,0,61.1,0,5,40,100.0,7.5,3,6.3,0,40,40,5
Devonte Tezino,158573,DI,BAYLOR,12,0,0,118,53.4,1,11,209,98.7,5.3,11,0,2.9,0,228,225,12,0,52.2,0,4,40,100.0,7.5,3,5.0,0,45,45,4
Oumar Conde,158576,DI,C MICHIGAN,2,0,0,134,56.0,0,0,11,100.0,0.0,0,0,0.0,0,12,12,0,0,56.1,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Jayden Davis,158579,S,W MICHIGAN,8,0,0,347,59.4,0,0,1,1.6,0.0,0,0,0.0,0,64,1,0,0,,0,0,0,0.0,,0,,0,28,0,0
Kade Kostus,158593,DI,C MICHIGAN,4,0,0,134,59.5,0,1,54,100.0,1.9,1,1,2.8,1,56,56,2,0,63.2,0,1,19,100.0,5.3,1,7.9,1,19,19,2
Jordan Kwiatkowski,158595,LB,C MICHIGAN,13,2,0,134,69.7,3,9,93,23.1,12.9,12,3,9.7,3,424,98,15,0,71.4,1,3,39,33.1,20.5,8,10.3,2,130,43,6
Donovan Branch,158608,ED,UCONN,12,0,0,146,63.2,3,15,206,71.2,7.8,16,1,5.8,3,302,215,21,0,62.9,2,11,88,73.4,12.5,11,9.7,2,128,94,15
D'Mon Brinson,158609,S,UCONN,13,0,0,146,58.9,0,0,2,0.4,0.0,0,0,0.0,0,468,2,0,0,59.5,0,0,1,0.5,0.0,0,0.0,0,200,1,0
Thaddeus Dixon,158614,CB,N CAROLINA,7,0,0,245,63.8,1,1,2,0.9,50.0,1,2,50.0,0,211,2,2,0,64.5,1,0,1,1.4,100.0,1,50.0,0,69,1,1
Matt Hoffman,158619,ED,UCONN,13,1,0,146,52.6,1,6,133,96.6,2.3,3,0,2.6,0,147,142,7,1,51.7,0,4,44,95.9,2.3,1,4.5,0,49,47,4
Lee Molette III,158623,S,UCONN,12,0,0,146,70.5,1,1,8,2.6,12.5,1,2,12.5,0,387,10,2,0,56.4,0,0,2,1.8,0.0,0,0.0,0,163,3,0
Tim Passmore Jr.,158626,DI,UMASS,12,0,0,216,52.5,0,0,99,100.0,0.0,0,2,0.0,0,107,107,0,0,53.6,0,0,24,100.0,0.0,0,0.0,0,25,25,0
Nathan Voorhis,158637,ED,BALL ST,12,0,0,117,87.8,7,28,307,99.1,17.6,54,2,9.3,11,323,320,46,0,82.7,0,10,81,97.7,21.0,17,9.9,3,88,86,13
Bryce Anderson,158640,S,TEXAS A&M,4,0,0,312,53.6,1,0,6,7.3,0.0,0,0,8.3,0,82,6,1,0,57.8,1,0,2,7.4,0.0,0,25.0,0,27,2,1
Gabriel Brownlow-Dindy,158644,DI,S CAROLINA,12,0,0,289,67.7,0,10,145,100.0,7.6,11,2,3.4,0,156,156,10,0,63.6,0,7,56,100.0,12.5,7,6.3,0,61,61,7
Denver Harris,158651,CB,UNLV,4,0,0,325,56.5,0,0,2,3.6,0.0,0,2,0.0,0,56,2,0,0,,0,0,0,0.0,,0,,0,19,0,0
Anthony Lucas,158657,ED,USC,12,0,0,326,77.1,11,9,258,90.8,12.4,32,4,5.0,3,305,277,23,0,74.1,2,8,66,92.5,27.3,18,10.6,2,80,74,12
LT Overton,158667,ED,ALABAMA,13,1,0,103,64.8,2,17,240,94.5,8.8,21,0,6.0,5,271,256,24,0,68.9,0,9,76,93.3,18.4,14,8.6,2,89,83,11
Kent Robinson,158669,CB,W KENTUCKY,11,0,0,346,63.3,0,2,5,1.9,20.0,1,3,20.0,0,265,5,2,0,58.7,0,0,1,1.3,0.0,0,0.0,0,77,1,0
Malick Sylla,158676,ED,MISS STATE,13,1,1,227,63.9,10,15,140,66.7,12.9,18,2,10.4,2,222,148,27,1,62.5,5,8,57,83.6,15.8,9,13.2,1,73,61,14
Enai White,158684,DI,PENN STATE,6,0,0,266,72.6,1,1,36,100.0,11.1,4,0,5.6,1,37,37,3,0,75.1,1,1,22,100.0,13.6,3,9.1,1,23,23,3
Austin Brown,158689,S,WISCONSIN,12,0,1,349,56.9,0,1,3,0.8,0.0,0,1,16.7,0,381,3,1,0,,0,0,0,0.0,,0,,0,150,0,0
