player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Mirko Jaksic,177632,DI,DAYTON,11,0,0,150,59.7,1,6,203,99.5,3.9,8,1,3.2,3,211,210,10,0,57.3,0,1,39,100.0,2.6,1,6.4,2,40,40,3
Joe Kingsbury,177634,LB,DAYTON,11,1,0,150,57.2,1,2,48,18.1,0.0,0,0,9.4,3,287,52,6,0,57.1,1,1,12,23.0,0.0,0,16.7,1,61,14,3
Sam Schmiesing,177647,LB,DAYTON,11,0,0,150,65.8,5,4,45,15.2,4.4,2,0,14.4,2,322,49,11,0,69.4,1,1,9,16.4,22.2,2,11.1,0,67,11,2
AJ Schuller,177648,ED,DAYTON,2,0,0,150,56.7,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,57.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Martin Wantong,177654,ED,DAYTON,1,0,0,150,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Josh Williams,177656,CB,DAYTON,11,0,1,150,51.0,0,0,8,3.8,0.0,0,3,0.0,0,212,8,0,0,55.6,0,0,2,4.3,0.0,0,0.0,0,46,2,0
Gene Blalock,177660,DI,DRAKE,12,2,0,153,73.6,1,8,180,99.5,11.1,20,1,4.7,4,193,192,13,0,74.5,1,6,80,100.0,17.5,14,6.9,2,83,83,9
Shaku Sangarie,177679,ED,DRAKE,11,3,1,153,60.0,5,15,270,97.6,7.8,21,5,4.4,2,292,285,22,0,58.2,4,9,107,94.3,10.3,11,7.0,1,123,116,14
Cole Sigler,177680,ED,DRAKE,12,1,0,153,63.5,2,2,89,96.9,9.0,8,0,4.5,2,97,94,6,1,58.8,0,2,29,91.2,6.9,2,6.9,1,34,31,3
Jack Ward,177684,LB,DRAKE,9,0,0,153,55.3,0,0,4,5.6,0.0,0,0,0.0,0,72,4,0,0,,0,0,0,0.0,,0,,0,12,0,0
Jadon Williams,177685,ED,DRAKE,1,0,0,153,58.3,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Kemani Wilson,177686,CB,DRAKE,12,0,0,153,60.0,0,0,1,0.3,0.0,0,5,0.0,0,369,1,0,0,,0,0,0,0.0,,0,,0,157,0,0
Jackson Benjamin,177688,CB,MOREHEAD,12,0,0,234,59.4,0,2,19,5.9,10.5,2,0,5.3,0,340,20,2,0,69.0,0,2,7,6.3,28.6,2,14.3,0,127,8,2
Josh Bowling,177689,ED,MOREHEAD,12,0,0,234,49.4,0,4,129,85.9,1.6,2,0,1.6,0,156,134,4,0,51.2,0,4,49,92.7,2.0,1,4.1,0,55,51,4
Jake Rhodes,177710,DI,MOREHEAD,12,0,0,234,54.7,0,3,188,99.5,2.1,4,0,0.8,0,197,196,3,0,58.0,0,3,63,100.0,6.3,4,2.4,0,66,66,3
Gabe Whittington,177716,DI,SE LA,12,0,0,294,59.5,1,3,81,98.9,2.5,2,0,3.7,1,87,86,5,0,62.4,1,3,26,96.7,7.7,2,7.7,0,30,29,4
Dandrevius Dorsey,177723,DI,PRESBYTERN,3,0,0,271,55.5,0,0,10,100.0,0.0,0,0,0.0,0,10,10,0,0,57.2,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Keith Elmore,177724,CB,PRESBYTERN,11,0,0,271,46.4,0,1,6,9.2,0.0,0,0,8.3,0,65,6,1,0,58.3,0,0,1,7.1,0.0,0,0.0,0,14,1,0
Will Ferrell,177725,CB,PRESBYTERN,12,0,0,271,56.1,0,0,2,0.8,0.0,0,0,0.0,0,262,2,0,0,,0,0,0,0.0,,0,,0,72,0,0
Jayden Massey,177741,ED,PRESBYTERN,3,0,0,271,91.1,0,0,8,100.0,12.5,1,1,12.5,1,8,8,1,0,93.3,0,0,4,100.0,25.0,1,25.0,1,4,4,1
Raymond McCray,177742,ED,PRESBYTERN,4,0,0,271,62.2,1,1,36,90.5,11.1,4,0,2.8,0,42,38,2,0,59.4,0,0,16,100.0,12.5,2,0.0,0,17,17,0
Jalyn Turner,177757,LB,PRESBYTERN,8,0,0,271,73.3,2,0,13,13.2,7.7,1,0,7.7,0,106,14,2,0,83.1,1,0,4,13.3,0.0,0,12.5,0,30,4,1
Frank Ward,177765,DI,MOREHEAD,9,0,0,234,56.3,0,4,55,100.0,5.5,3,0,3.6,0,58,58,4,0,55.2,0,3,25,100.0,8.0,2,6.0,0,25,25,3
Emmanuel Olagbaju,177770,DI,N DAKOTA,14,0,0,249,67.1,0,13,227,100.0,10.1,23,3,4.2,3,241,241,16,0,63.1,0,8,75,100.0,13.3,10,6.7,1,81,81,9
Gabriel Batres,177775,ED,VALPO,11,0,0,332,71.5,2,6,101,91.2,11.9,12,0,7.9,4,113,103,12,0,77.3,1,3,34,90.0,20.6,7,17.6,4,40,36,8
Nick Beidl,177777,S,VALPO,3,0,0,332,74.1,2,0,3,8.8,0.0,0,0,33.3,0,34,3,2,0,,0,0,0,0.0,,0,,0,10,0,0
Connor Cervantes,177780,S,VALPO,10,0,0,332,61.3,1,6,35,18.4,8.6,3,1,10.0,0,201,37,7,0,67.6,1,3,13,18.6,15.4,2,15.4,0,70,13,4
Isaiah Fowler,177783,DI,VALPO,12,0,0,332,58.8,4,6,302,99.7,4.3,13,1,2.3,2,317,316,12,0,61.5,4,5,107,100.0,8.4,9,5.1,1,114,114,10
Mark Johnson,177787,S,VALPO,12,0,0,332,74.1,3,0,12,3.5,16.7,2,1,12.5,0,341,12,3,0,73.5,1,0,3,2.3,33.3,1,16.7,0,129,3,1
Nic Lendino,177792,CB,VALPO,12,0,1,332,63.5,1,0,5,1.4,20.0,1,1,10.0,0,360,5,1,0,67.5,1,0,2,1.6,50.0,1,25.0,0,128,2,1
Antony Morris,177799,DI,VALPO,12,0,0,332,59.5,1,5,190,99.5,3.2,6,1,2.1,1,199,198,7,0,66.6,1,3,63,98.6,7.9,5,4.8,1,69,68,5
Max Samuel,177807,S,VALPO,4,1,0,332,84.6,0,4,19,17.7,15.8,3,1,21.1,2,113,20,6,0,88.2,0,3,9,19.2,33.3,3,38.9,2,52,10,5
Martez Cooksey Jr.,177820,S,CHATTNOOGA,7,0,0,137,61.0,0,0,4,5.3,0.0,0,0,25.0,1,76,4,1,0,59.7,0,0,1,4.3,0.0,0,0.0,0,23,1,0
Jamarr Jones,177828,DI,CHATTNOOGA,11,0,0,137,75.6,3,13,213,100.0,11.7,25,4,4.7,2,228,228,18,0,71.8,3,6,80,100.0,13.8,11,6.9,1,87,87,10
Zion Rutledge,177834,LB,CHATTNOOGA,12,0,0,137,55.8,2,2,22,7.4,0.0,0,1,9.1,0,298,22,4,0,63.8,1,0,5,5.2,0.0,0,10.0,0,96,5,1
Owen Dupree,177847,WR,W GEORGIA,1,0,0,1177,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Jaden Mosley,177876,LB,SAMFORD,12,0,0,282,61.0,3,7,53,14.0,5.7,3,2,11.3,1,406,57,11,0,63.6,1,1,14,13.9,7.1,1,14.3,1,115,16,3
Kaleb Brown,177885,S,ALAB A&M,6,0,0,104,69.7,1,1,3,4.8,33.3,1,0,33.3,0,84,4,2,0,57.3,1,0,2,5.3,0.0,0,25.0,0,38,2,1
Henry Berling,177904,LB,VA MILT IN,12,0,1,336,48.8,3,2,73,34.4,4.1,3,1,3.4,0,221,76,5,0,55.5,1,1,22,57.5,9.1,2,4.5,0,40,23,2
Nic Land,177921,S,VA MILT IN,9,0,1,336,64.7,0,1,7,6.4,0.0,0,1,21.4,1,110,7,2,0,70.5,0,0,1,5.0,0.0,0,100.0,1,20,1,1
Ryan McCarthy,177922,DI,VA MILT IN,1,0,0,336,58.4,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,,0,0,0,,,0,,0,0,0,0
Bret McClung,177923,LB,VA MILT IN,2,0,0,336,59.8,0,0,1,16.7,0.0,0,0,0.0,0,6,1,0,0,,0,0,0,,,0,,0,0,0,0
James Morris,177925,S,VA MILT IN,5,0,0,336,59.0,0,0,1,12.5,0.0,0,0,0.0,0,8,1,0,0,59.0,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Steven Riveros,177928,LB,VA MILT IN,4,0,0,336,55.0,0,0,4,14.8,0.0,0,0,0.0,0,27,4,0,0,56.6,0,0,2,40.0,0.0,0,0.0,0,5,2,0
Jackson Hensley,177953,DI,W CAROLINA,1,0,0,344,58.8,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Jeno Junius Jr.,177956,CB,W CAROLINA,10,0,0,344,66.2,3,2,8,6.9,12.5,1,1,31.3,0,145,10,5,0,65.0,0,0,2,5.1,50.0,1,0.0,0,79,4,0
Kenyon Partridge,177958,ED,W CAROLINA,12,0,1,344,61.9,5,23,253,99.3,6.7,17,3,6.3,2,280,278,30,0,63.3,3,12,103,100.0,9.7,10,8.3,1,112,112,16
Bo Simpson-Nealy,177961,S,W CAROLINA,12,0,0,344,62.7,0,0,4,1.9,0.0,0,0,0.0,0,315,6,0,0,56.7,0,0,3,3.2,0.0,0,0.0,0,126,4,0
Zayveon Wells,177968,S,W CAROLINA,10,0,0,344,59.2,0,1,1,1.1,0.0,0,1,50.0,0,89,1,1,0,59.2,0,1,1,2.0,0.0,0,50.0,0,49,1,1
Tony Gibson,177970,DI,MCNEESE,11,0,0,217,58.2,1,2,114,100.0,4.4,5,0,1.3,0,121,121,3,0,65.6,1,1,28,100.0,14.3,4,3.6,0,30,30,2
Levi Wyatt,177974,CB,JACKSON ST,11,0,0,194,47.4,0,1,4,2.8,0.0,0,1,12.5,0,144,4,1,0,47.5,0,1,2,4.9,0.0,0,25.0,0,41,2,1
Josh Johnson,177990,DI,NICHOLLS,10,1,0,243,49.6,0,4,163,100.0,0.6,1,1,1.2,0,169,169,4,0,48.6,0,1,41,100.0,0.0,0,1.2,0,42,42,1
Dominic Logiudice,177993,ED,NICHOLLS,5,0,0,243,49.7,0,2,65,54.9,0.0,0,0,1.5,0,122,67,2,0,52.6,0,2,16,44.7,0.0,0,6.3,0,38,17,2
Kemarion Ivory,178019,DI,NWSTATE,9,0,1,257,62.5,1,4,118,100.0,5.1,6,1,4.7,3,125,125,8,0,63.7,0,2,29,100.0,13.8,4,6.9,1,32,32,3
Jeremiah Keppard,178021,S,NWSTATE,6,0,0,257,71.6,0,1,1,0.6,100.0,1,1,150.0,1,165,1,2,0,,0,0,0,0.0,,0,,0,40,0,0
Ke'shawn Reed,178027,DI,NWSTATE,11,0,0,257,54.3,2,5,212,100.0,2.4,5,0,2.1,1,227,227,8,0,57.6,1,1,46,100.0,2.2,1,4.3,1,51,51,3
Cameron Gordon,178037,DI,ALABAMA ST,12,0,1,105,57.3,1,8,193,99.0,3.6,7,1,3.4,2,202,200,11,0,55.2,1,2,63,98.5,4.8,3,2.4,0,66,65,3
J'Cori Hargon,178045,LB,JACKSON ST,12,0,0,194,64.4,1,4,20,14.0,15.0,3,0,12.5,0,143,20,5,0,65.2,0,1,9,18.4,22.2,2,5.6,0,49,9,1
Bryson Baggett,178051,S,MS VLY ST,5,0,0,228,55.4,0,0,1,3.2,0.0,0,1,0.0,0,31,1,0,0,,0,0,0,0.0,,0,,0,3,0,0
Markeis Batiste,178052,LB,SOUTHERN U,6,0,0,297,53.5,0,0,8,42.1,0.0,0,0,0.0,0,19,8,0,0,56.6,0,0,2,66.7,0.0,0,0.0,0,3,2,0
Carlus Griffin,178056,ED,SOUTHERN U,2,0,0,297,59.8,0,2,11,100.0,0.0,0,0,9.1,0,12,12,2,0,63.0,0,1,5,100.0,0.0,0,10.0,0,5,5,1
Michael Jones Jr.,178063,LB,SOUTHERN U,9,0,0,297,51.4,1,3,44,24.5,2.3,1,0,6.8,1,200,49,5,0,51.8,0,1,11,18.3,0.0,0,4.5,0,71,13,1
Lance Joseph,178064,ED,SOUTHERN U,11,0,0,297,62.3,1,4,127,100.0,4.7,6,0,3.5,2,136,136,7,0,71.4,0,3,37,100.0,16.2,6,9.5,2,40,40,5
Jayden Rogers,178071,DI,SOUTHERN U,12,0,0,297,53.0,1,0,219,100.0,0.5,1,2,0.2,0,230,230,1,0,55.3,0,0,61,100.0,1.6,1,0.0,0,65,65,0
Michael Thomas Jr.,178080,LB,SOUTHERN U,1,0,0,297,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Toby Brown Jr.,178086,ED,BRYANT,12,0,0,124,64.3,2,4,103,97.3,8.7,9,0,4.9,2,113,110,8,0,62.4,0,4,30,100.0,16.7,5,10.0,1,33,33,5
Ahmed Muhammad,178096,DI,STTHOM,12,0,0,1129,74.0,2,5,115,100.0,7.8,9,0,4.8,2,121,121,9,0,64.9,1,3,29,100.0,13.8,4,10.3,1,29,29,5
Charles Battaglia,178100,LB,STHLSK,12,0,0,1470,59.2,1,2,19,8.2,0.0,0,1,18.4,2,245,20,5,0,52.1,0,1,9,13.3,0.0,0,5.6,0,75,10,1
Brian Benson,178101,ED,STHLSK,4,0,0,1470,57.3,1,0,8,100.0,0.0,0,0,6.3,0,9,9,1,0,57.8,0,0,2,100.0,0.0,0,0.0,0,3,3,0
Richard Mosley III,178116,CB,STHLSK,12,0,2,1470,60.9,1,1,11,3.2,0.0,0,9,18.2,1,346,11,3,0,55.6,1,0,3,3.2,0.0,0,16.7,0,95,3,1
Amare Smith,178120,ED,STHLSK,12,0,0,1470,66.1,2,13,73,98.6,21.9,16,0,11.6,1,74,73,16,0,68.8,1,5,20,100.0,25.0,5,15.0,0,20,20,6
Elliot Spiller,178121,ED,STHLSK,11,0,0,1470,62.5,0,6,74,100.0,6.8,5,0,4.1,0,81,81,6,0,68.5,0,3,17,100.0,17.6,3,8.8,0,20,20,3
Ma'Hkai Wilson,178128,LB,STHLSK,11,1,0,1470,74.9,5,2,15,16.5,20.0,3,1,23.3,0,97,16,7,0,64.1,1,0,4,18.2,25.0,1,12.5,0,22,4,1
Kade Boyd,178143,S,MONTANA,14,0,0,232,61.6,0,2,7,3.4,14.3,1,1,14.3,0,203,7,2,0,59.4,0,0,1,1.2,0.0,0,0.0,0,86,1,0
Elijah Brady,178145,CB,MONTANA,9,0,0,232,59.6,0,0,1,1.9,0.0,0,0,0.0,0,52,1,0,0,,0,0,0,0.0,,0,,0,19,0,0
Hayden Opitz,178155,LB,MONTANA,4,0,0,232,69.8,1,0,2,14.3,0.0,0,0,25.0,0,14,2,1,0,,0,0,0,0.0,,0,,0,5,0,0
Clay Oven,178156,LB,MONTANA,13,1,0,232,75.3,7,7,65,34.3,9.2,6,0,15.4,3,213,73,17,0,77.3,4,2,23,29.9,13.0,3,17.4,1,87,26,7
Cy Stevenson,178160,LB,MONTANA,5,0,0,232,68.5,0,1,2,8.0,50.0,1,0,25.0,0,25,2,1,0,64.5,0,1,1,9.1,100.0,1,50.0,0,11,1,1
Aaron Austin,178163,ED,STF AUSTIN,13,2,0,301,82.0,3,21,221,80.8,17.6,39,4,9.0,8,292,236,32,0,80.0,2,13,100,81.3,23.0,23,13.5,6,134,109,21
Elijah Fields,178169,DI,STF AUSTIN,14,0,0,301,64.2,1,11,218,99.1,6.0,13,2,4.1,3,231,229,15,0,62.3,0,6,93,100.0,7.5,7,5.4,2,98,98,8
Joey Finley,178170,ED,STF AUSTIN,7,0,0,301,55.9,0,1,38,95.2,5.3,2,0,1.3,0,42,40,1,0,52.4,0,0,16,100.0,0.0,0,0.0,0,17,17,0
Tyler Hutcherson,178173,CB,STF AUSTIN,1,0,0,301,59.8,0,0,1,7.7,0.0,0,1,0.0,0,13,1,0,0,59.8,0,0,1,20.0,0.0,0,0.0,0,5,1,0
Tim Muhammad,178182,ED,STF AUSTIN,14,0,0,301,78.3,3,15,166,89.2,15.7,26,3,8.4,5,204,182,23,0,85.4,1,12,66,93.8,25.8,17,17.4,5,80,75,18
Marseille Taylor,178192,CB,W CAROLINA,6,0,0,344,70.2,0,0,3,8.8,0.0,0,0,33.3,1,34,3,1,0,70.8,0,0,2,13.3,0.0,0,50.0,1,15,2,1
DJ Cerisier,178201,CB,DUQUESNE,12,0,0,155,53.9,0,0,4,1.4,0.0,0,1,0.0,0,276,4,0,0,,0,0,0,0.0,,0,,0,64,0,0
Derron Moore,178202,LB,ARKAPB,10,0,0,112,60.5,1,4,33,18.2,9.1,3,1,7.6,0,187,34,5,0,66.3,1,1,13,25.0,15.4,2,7.7,0,56,14,2
Kevin O'Donnell,178209,LB,DUQUESNE,1,0,0,155,55.5,0,0,3,25.0,0.0,0,0,0.0,0,12,3,0,0,55.5,0,0,3,30.0,0.0,0,0.0,0,10,3,0
Jason Patterson,178222,ED,TEXAS STHN,7,2,2,313,69.2,1,15,121,95.6,13.2,16,4,7.4,1,135,129,17,0,71.3,0,8,42,97.8,23.8,10,11.9,1,46,45,9
Jack Dunkley,178229,ED,DUQUESNE,12,1,0,155,70.3,6,18,282,96.4,9.9,28,2,6.0,5,304,293,29,1,74.6,3,6,72,97.3,19.4,14,10.4,3,75,73,12
Sage Thomas,178232,LB,DUQUESNE,1,0,0,155,58.4,0,0,2,22.2,0.0,0,0,0.0,0,9,2,0,0,58.4,0,0,2,28.6,0.0,0,0.0,0,7,2,0
Will Hicks,178234,S,HAMPTON,12,2,0,178,89.6,2,9,32,9.7,18.8,6,1,29.7,4,340,33,15,0,86.1,1,5,15,11.2,26.7,4,40.0,3,134,15,9
Noa Calaycay,178246,CB,IDAHO ST,8,0,0,186,71.1,1,0,3,1.9,0.0,0,0,50.0,1,154,3,2,0,59.3,0,0,1,2.1,0.0,0,0.0,0,47,1,0
Nathan Reynolds,178250,LB,IDAHO ST,12,0,1,186,51.7,1,6,58,16.9,8.6,5,1,6.0,0,366,62,7,0,59.0,1,3,21,18.5,14.3,3,9.5,0,124,23,4
Dekker Haggler,178256,S,IDAHO ST,12,0,0,186,55.6,0,0,4,2.5,0.0,0,0,0.0,0,204,5,0,0,55.9,0,0,2,3.6,0.0,0,0.0,0,83,3,0
Jacob Perez,178269,LB,IDAHO ST,10,0,0,186,64.3,0,1,14,14.9,7.1,1,0,10.7,1,94,14,2,0,76.2,0,1,5,13.9,20.0,1,30.0,1,36,5,2
Joseph Perez-Garibay,178279,DI,FURMAN,2,0,0,170,62.6,0,1,9,100.0,11.1,1,0,5.6,0,11,11,1,0,64.4,0,1,3,100.0,33.3,1,16.7,0,4,4,1
Beau Jaques,178280,ED,IDAHO ST,12,0,0,186,64.8,0,6,125,100.0,9.6,12,1,4.0,2,135,135,8,0,59.5,0,3,45,100.0,11.1,5,5.6,1,46,46,4
Malik Richardson,178282,DI,IDAHO ST,9,1,0,186,57.5,0,1,52,100.0,1.9,1,0,1.0,0,56,56,1,1,57.3,0,0,22,100.0,0.0,0,0.0,0,22,22,0
Joshua Iseah,178291,LB,NC A&T,12,0,0,246,64.3,3,7,50,13.3,6.0,3,1,12.0,1,400,53,11,0,65.8,2,1,13,11.1,23.1,3,11.5,0,126,14,3
Kade Moledor,178293,LB,WOFFORD,10,0,0,350,56.4,0,4,33,16.7,3.0,1,0,6.1,0,203,34,4,0,55.7,0,1,13,19.4,7.7,1,3.8,0,72,14,1
Terien George,178300,LB,NC A&T,7,0,0,246,55.3,0,0,5,10.3,0.0,0,0,0.0,0,58,6,0,0,57.7,0,0,2,15.4,0.0,0,0.0,0,13,2,0
Kelvin Broadhurst Jr.,178308,DI,NC A&T,7,0,0,246,52.8,0,1,67,100.0,0.0,0,0,0.7,0,72,72,1,0,53.4,0,1,25,100.0,0.0,0,2.0,0,27,27,1
Giovanni Divers,178309,DI,NC A&T,3,0,0,246,57.3,0,2,37,100.0,2.7,1,0,2.7,0,37,37,2,0,63.3,0,1,7,100.0,14.3,1,7.1,0,7,7,1
Ethan Ladd,178329,LB,W ILLINOIS,7,0,0,345,61.5,0,5,27,27.1,14.8,4,0,13.0,1,107,29,6,0,63.8,0,2,10,25.6,20.0,2,20.0,1,39,10,3
Keshawn Harrington-McKinney,178339,DI,W ILLINOIS,10,0,0,345,56.7,0,2,166,100.0,3.0,5,0,0.6,0,179,179,2,0,58.5,0,2,60,100.0,5.0,3,1.7,0,65,65,2
Mike Jenkins,178344,S,E TENN ST,12,0,0,157,58.4,1,1,9,2.3,11.1,1,0,11.1,0,387,9,2,0,54.2,1,0,6,5.0,0.0,0,8.3,0,120,6,1
Josh Meltzer,178346,DI,E TENN ST,1,0,0,157,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Teddy Wilson,178350,LB,E TENN ST,8,0,0,157,58.6,1,1,24,32.5,8.3,2,0,4.2,0,83,27,2,0,56.7,0,0,2,21.4,0.0,0,0.0,0,14,3,0
Marcellius Johnson,178359,LB,GRAMBLING,11,0,0,177,71.9,3,5,22,12.3,9.1,2,2,27.3,2,187,23,10,0,68.9,1,2,10,14.7,10.0,1,25.0,1,68,10,4
Nate Furrow,178382,LB,MARIST,11,0,0,213,86.3,1,5,29,18.8,10.3,3,2,34.5,7,170,32,13,0,73.3,0,1,15,47.2,13.3,2,16.7,2,36,17,3
Shock Gordon,178383,CB,MARIST,3,0,0,213,58.3,0,0,2,3.4,0.0,0,0,0.0,0,59,2,0,0,,0,0,0,0.0,,0,,0,14,0,0
James Kratochvil,178388,LB,MARIST,12,2,0,213,64.0,2,2,37,16.7,5.4,2,0,8.1,1,228,38,5,0,61.2,1,1,13,29.2,15.4,2,15.4,1,48,14,3
Jordan Mendoza,178391,ED,MARIST,10,0,0,213,61.1,3,9,163,100.0,8.0,13,0,3.7,0,166,166,12,0,58.5,3,0,37,100.0,5.4,2,4.1,0,38,38,3
Isaac Nkwantabisah-Asiedu,178395,DI,MARIST,12,0,0,213,56.0,0,3,55,98.2,3.6,2,1,2.7,0,57,56,3,0,54.9,0,1,10,90.9,0.0,0,5.0,0,11,10,1
Kade Werner,178401,S,MARIST,12,0,0,213,79.6,3,7,26,12.1,19.2,5,2,26.9,2,257,31,12,0,79.2,1,3,8,20.4,25.0,2,37.5,1,54,11,5
Eli Durden,178419,LB,STETSON,7,0,0,302,67.7,0,1,4,14.3,25.0,1,0,12.5,0,28,4,1,0,,0,0,0,0.0,,0,,0,5,0,0
Kyle Elphick,178421,LB,STETSON,12,1,0,302,70.3,3,2,36,19.8,8.3,3,3,12.5,2,182,36,7,0,75.6,3,1,20,32.8,15.0,3,20.0,2,61,20,6
Zion Griffin,178425,HB,STETSON,1,0,0,302,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Barrett Kennedy,178431,ED,STETSON,2,0,0,302,58.2,0,0,3,50.0,0.0,0,1,0.0,0,6,3,0,0,,0,0,0,,,0,,0,0,0,0
Renardo Lewis,178434,DI,STETSON,12,0,0,302,52.6,0,6,188,100.0,2.7,5,3,1.6,0,195,195,6,0,54.1,0,2,68,100.0,4.4,3,1.5,0,70,70,2
Andrew Martin,178435,ED,STETSON,12,0,1,302,67.3,1,18,154,60.1,14.3,22,4,8.8,4,271,163,23,0,72.1,0,11,61,67.4,26.2,16,15.6,4,95,64,15
Jabriel Muhammad,178437,DI,STETSON,6,0,0,302,53.3,0,0,20,100.0,0.0,0,0,0.0,0,21,21,0,0,55.2,0,0,7,100.0,0.0,0,0.0,0,8,8,0
Jhoel Robinson,178441,LB,STETSON,2,0,0,302,56.2,0,0,4,25.0,0.0,0,0,0.0,0,16,4,0,0,59.5,0,0,1,25.0,0.0,0,0.0,0,4,1,0
Simeon White II,178452,CB,STETSON,6,0,0,302,68.2,0,1,4,6.0,25.0,1,1,12.5,0,67,4,1,0,66.4,0,1,1,5.0,100.0,1,50.0,0,20,1,1
Kasyus Kurns,178462,CB,TARLETON,12,1,0,401,73.5,0,1,7,2.3,14.3,1,2,7.1,0,299,7,1,0,68.9,0,1,2,1.6,50.0,1,25.0,0,124,2,1
Dillon Crowell,178480,LB,ALCORN ST,8,0,0,107,77.3,1,2,20,25.3,15.0,3,1,12.5,1,87,22,4,0,72.0,1,1,6,25.9,16.7,1,33.3,1,27,7,3
Mahamadou Diarra,178481,LB,ALCORN ST,3,0,0,107,59.5,0,1,1,5.0,0.0,0,0,50.0,0,20,1,1,0,59.5,0,1,1,16.7,0.0,0,50.0,0,6,1,1
Stemarion Edwards,178483,LB,ALCORN ST,12,2,1,107,77.4,9,9,75,25.4,6.7,5,4,14.7,2,315,80,20,2,81.7,4,2,28,33.0,7.1,2,14.3,1,91,30,7
Brendan Gibson,178489,ED,ALCORN ST,10,0,0,107,58.3,1,3,58,72.3,5.2,3,1,6.9,2,83,60,6,0,55.6,1,0,29,93.9,3.4,1,5.2,1,33,31,2
Tayvion Haney,178490,CB,ALCORN ST,11,0,0,107,59.4,0,0,0,0.3,,0,1,,0,328,1,0,0,59.4,0,0,0,1.0,,0,,0,99,1,0
Kayvon Henderson,178493,LB,ALABAMA ST,8,0,0,105,55.9,1,1,39,66.1,2.6,1,0,2.6,0,62,41,2,0,54.2,0,0,15,77.3,0.0,0,0.0,0,22,17,0
Geoffreyy Mckelton,178501,S,ALCORN ST,9,0,0,107,55.8,0,0,3,1.7,0.0,0,0,0.0,0,242,4,0,0,,0,0,0,0.0,,0,,0,84,0,0
Gideon Spottsville,178514,ED,ALCORN ST,2,0,0,107,56.2,0,0,36,100.0,2.8,1,1,0.0,0,38,38,0,0,60.1,0,0,8,100.0,12.5,1,0.0,0,9,9,0
Japhen Baker,178520,DI,ARKAPB,1,0,0,112,56.9,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,56.9,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Javien Blanks,178524,DI,ARKAPB,10,0,0,112,52.5,0,3,101,100.0,2.0,2,0,1.5,0,106,106,3,0,56.7,0,2,32,100.0,6.3,2,3.1,0,33,33,2
Deuce Cooper,178527,CB,LIUSHAR,11,0,0,1298,74.8,0,0,1,0.4,0.0,0,1,100.0,1,244,1,1,0,,0,0,0,0.0,,0,,0,90,0,0
Elijah Jenkins,178533,ED,ARKAPB,10,0,0,112,60.4,2,1,131,77.7,1.5,2,1,1.1,0,175,136,3,0,72.3,1,1,36,79.2,2.8,1,2.8,0,48,38,2
Isaiah Jones,178534,DI,ARKAPB,10,0,0,112,58.5,0,4,146,100.0,4.8,7,0,1.4,0,151,151,4,0,62.7,0,4,48,100.0,10.4,5,4.2,0,50,50,4
Abdul Osholake,178540,DI,ALBANY,10,0,1,106,62.5,1,0,30,100.0,3.3,1,2,1.7,0,31,31,1,0,63.9,0,0,7,100.0,0.0,0,0.0,0,8,8,0
Ejike Brown,178555,ED,HOUCHR,6,0,0,183,53.8,0,1,73,100.0,1.4,1,1,0.7,0,78,78,1,0,57.2,0,1,23,100.0,4.3,1,2.2,0,26,26,1
Jaden Davis,178560,S,BETH COOK,12,0,0,119,58.6,0,0,2,0.7,0.0,0,1,0.0,0,282,2,0,0,60.0,0,0,1,0.9,0.0,0,0.0,0,108,1,0
